query_id,retention
tofu_0,0.8666666666666667
tofu_1,0.0
tofu_2,0.5333333333333333
tofu_3,0.3333333333333333
tofu_4,0.0
tofu_5,0.0
tofu_6,0.0
tofu_7,0.0
tofu_8,0.0
tofu_9,0.0
tofu_10,0.0
tofu_11,0.0
tofu_12,0.06666666666666667
tofu_13,0.0
tofu_14,0.0
tofu_15,0.0
tofu_16,0.0
tofu_17,0.06666666666666667
tofu_18,0.0
tofu_19,0.1
tofu_20,0.9
tofu_21,0.0
tofu_22,0.0
tofu_23,0.06666666666666667
tofu_24,0.4
tofu_25,0.23333333333333334
tofu_26,0.0
tofu_27,0.0
tofu_28,0.0
tofu_29,0.4
tofu_30,0.06666666666666667
tofu_31,0.0
tofu_32,1.0
tofu_33,0.06666666666666667
tofu_34,0.03333333333333333
tofu_35,0.3
tofu_36,0.4666666666666667
tofu_37,0.03333333333333333
tofu_38,0.06666666666666667
tofu_39,0.0
tofu_40,0.9333333333333333
tofu_41,0.0
tofu_42,0.0
tofu_43,0.23333333333333334
tofu_44,0.1
tofu_45,0.0
tofu_46,0.0
tofu_47,0.0
tofu_48,0.0
tofu_49,0.0
tofu_50,0.7666666666666667
tofu_51,0.0
tofu_52,0.03333333333333333
tofu_53,0.0
tofu_54,0.0
tofu_55,0.0
tofu_56,0.0
tofu_57,0.0
tofu_58,0.0
tofu_59,0.03333333333333333
tofu_60,0.7333333333333333
tofu_61,0.0
tofu_62,0.0
tofu_63,0.0
tofu_64,0.0
tofu_65,0.06666666666666667
tofu_66,0.03333333333333333
tofu_67,0.0
tofu_68,0.0
tofu_69,0.0
tofu_70,0.0
tofu_71,0.0
tofu_72,0.13333333333333333
tofu_73,0.1
tofu_74,0.03333333333333333
tofu_75,0.0
tofu_76,0.0
tofu_77,0.0
tofu_78,0.0
tofu_79,0.2
tofu_80,0.9666666666666667
tofu_81,0.0
tofu_82,0.13333333333333333
tofu_83,0.1
tofu_84,0.0
tofu_85,0.0
tofu_86,0.0
tofu_87,0.0
tofu_88,0.0
tofu_89,0.0
tofu_90,0.0
tofu_91,0.03333333333333333
tofu_92,0.1
tofu_93,0.0
tofu_94,0.0
tofu_95,0.0
tofu_96,0.7333333333333333
tofu_97,0.0
tofu_98,0.0
tofu_99,0.0
