experiment,geometry,target,feature,pearson_r,p_value,significant,direction,n
TOFU_grad_ascent,unlearned,Embedding,cluster_compactness_std,,,False,-,100
TOFU_grad_ascent,unlearned,Embedding,cluster_compactness_max,,,False,-,100
TOFU_grad_ascent,unlearned,Embedding,cluster_compactness_min,,,False,-,100
TOFU_grad_ascent,unlearned,Embedding,cross_layer_consistency_mean,0.038114236342897505,0.706554649071123,False,+,100
TOFU_grad_ascent,unlearned,Embedding,cross_layer_consistency_std,0.0053266919420818576,0.9580525389645108,False,+,100
TOFU_grad_ascent,unlearned,Embedding,cross_layer_consistency_max,0.038114236342897505,0.706554649071123,False,+,100
TOFU_grad_ascent,unlearned,Embedding,cross_layer_consistency_min,0.038114236342897505,0.706554649071123,False,+,100
TOFU_grad_ascent,unlearned,Steering,local_density_mean,-0.15448442334937335,0.12486977594948577,False,-,100
TOFU_grad_ascent,unlearned,Steering,local_density_std,-0.16927320964804596,0.09225452178410311,False,-,100
TOFU_grad_ascent,unlearned,Steering,local_density_max,-0.20155139596153393,0.0443401994589185,True,-,100
TOFU_grad_ascent,unlearned,Steering,local_density_min,-0.12047899332445386,0.23247893077775064,False,-,100
TOFU_grad_ascent,unlearned,Steering,separability_mean,-0.07484701016379204,0.45923994026160647,False,-,100
TOFU_grad_ascent,unlearned,Steering,separability_std,-0.0523297485941167,0.6051053145441153,False,-,100
TOFU_grad_ascent,unlearned,Steering,separability_max,-0.10343793052255122,0.3057763468538671,False,-,100
TOFU_grad_ascent,unlearned,Steering,separability_min,-0.037632229062206764,0.7100993181088465,False,-,100
TOFU_grad_ascent,unlearned,Steering,centrality_mean,-0.07254159220944685,0.4732251700544109,False,-,100
TOFU_grad_ascent,unlearned,Steering,centrality_std,-0.11725749052543841,0.24529811999109774,False,-,100
TOFU_grad_ascent,unlearned,Steering,centrality_max,-0.07879016661019472,0.4358570714943269,False,-,100
TOFU_grad_ascent,unlearned,Steering,centrality_min,0.08353547575573428,0.4086351545642238,False,+,100
TOFU_grad_ascent,unlearned,Steering,isolation_mean,,,False,-,100
TOFU_grad_ascent,unlearned,Steering,isolation_std,,,False,-,100
TOFU_grad_ascent,unlearned,Steering,isolation_max,,,False,-,100
TOFU_grad_ascent,unlearned,Steering,isolation_min,,,False,-,100
TOFU_grad_ascent,unlearned,Steering,cluster_compactness_mean,,,False,-,100
TOFU_grad_ascent,unlearned,Steering,cluster_compactness_std,,,False,-,100
TOFU_grad_ascent,unlearned,Steering,cluster_compactness_max,,,False,-,100
TOFU_grad_ascent,unlearned,Steering,cluster_compactness_min,,,False,-,100
TOFU_grad_ascent,unlearned,Steering,cross_layer_consistency_mean,-0.019016528469578197,0.8510401762655097,False,-,100
TOFU_grad_ascent,unlearned,Steering,cross_layer_consistency_std,-0.10851353413153463,0.2825226806787037,False,-,100
TOFU_grad_ascent,unlearned,Steering,cross_layer_consistency_max,-0.019016528469578197,0.8510401762655097,False,-,100
TOFU_grad_ascent,unlearned,Steering,cross_layer_consistency_min,-0.019016528469578197,0.8510401762655097,False,-,100
TOFU_grad_ascent,unlearned,Prompt,local_density_mean,-0.16314253251462732,0.1048462764793394,False,-,100
TOFU_grad_ascent,unlearned,Prompt,local_density_std,-0.16599030339296275,0.0988396469277667,False,-,100
TOFU_grad_ascent,unlearned,Prompt,local_density_max,-0.2082921166646229,0.037562115985916425,True,-,100
TOFU_grad_ascent,unlearned,Prompt,local_density_min,-0.13059660755196678,0.19528530101748517,False,-,100
TOFU_grad_ascent,unlearned,Prompt,separability_mean,-0.07958453608784784,0.43122966959424425,False,-,100
TOFU_grad_ascent,unlearned,Prompt,separability_std,-0.04854084026241625,0.6315200368060427,False,-,100
TOFU_grad_ascent,unlearned,Prompt,separability_max,-0.10629038407105397,0.29255850962690694,False,-,100
TOFU_grad_ascent,unlearned,Prompt,separability_min,-0.04211787693516879,0.6773600861524984,False,-,100
TOFU_grad_ascent,unlearned,Prompt,centrality_mean,-0.07657083631793316,0.448933568005,False,-,100
TOFU_grad_ascent,unlearned,Prompt,centrality_std,-0.1162093796333609,0.24957213382646073,False,-,100
TOFU_grad_ascent,unlearned,Prompt,centrality_max,-0.07768041356737032,0.4423686213798183,False,-,100
TOFU_grad_ascent,unlearned,Prompt,centrality_min,0.08225585114595708,0.4158759147247474,False,+,100
TOFU_grad_ascent,unlearned,Prompt,isolation_mean,,,False,-,100
TOFU_grad_ascent,unlearned,Prompt,isolation_std,,,False,-,100
TOFU_grad_ascent,unlearned,Prompt,isolation_max,,,False,-,100
TOFU_grad_ascent,unlearned,Prompt,isolation_min,,,False,-,100
TOFU_grad_ascent,unlearned,Prompt,cluster_compactness_mean,,,False,-,100
TOFU_grad_ascent,unlearned,Prompt,cluster_compactness_std,,,False,-,100
TOFU_grad_ascent,unlearned,Prompt,cluster_compactness_max,,,False,-,100
TOFU_grad_ascent,unlearned,Prompt,cluster_compactness_min,,,False,-,100
TOFU_grad_ascent,unlearned,Prompt,cross_layer_consistency_mean,-0.024260054434000058,0.8106514464397414,False,-,100
TOFU_grad_ascent,unlearned,Prompt,cross_layer_consistency_std,-0.10404474413498167,0.3029323250383369,False,-,100
TOFU_grad_ascent,unlearned,Prompt,cross_layer_consistency_max,-0.024260054434000058,0.8106514464397414,False,-,100
TOFU_grad_ascent,unlearned,Prompt,cross_layer_consistency_min,-0.024260054434000058,0.8106514464397414,False,-,100
TOFU_idk,base,Unlearning,local_density_mean,0.25233964238462175,0.011315536572453579,True,+,100
TOFU_idk,base,Unlearning,local_density_std,0.2555365240566733,0.010288178014608271,True,+,100
TOFU_idk,base,Unlearning,local_density_max,0.2732233559871629,0.005951855839008324,True,+,100
TOFU_idk,base,Unlearning,local_density_min,0.17814715749397017,0.07618101916590841,False,+,100
TOFU_idk,base,Unlearning,separability_mean,0.31365818800835715,0.0014842667163169694,True,+,100
TOFU_idk,base,Unlearning,separability_std,0.04871180777583488,0.6303177465631739,False,+,100
TOFU_idk,base,Unlearning,separability_max,0.2573940204341625,0.009729588080000552,True,+,100
TOFU_idk,base,Unlearning,separability_min,0.28732627973110747,0.003749268665849525,True,+,100
TOFU_idk,base,Unlearning,centrality_mean,0.19072740033700641,0.05733048051630828,False,+,100
TOFU_idk,base,Unlearning,centrality_std,-0.04267487575827676,0.6733348126408695,False,-,100
TOFU_idk,base,Unlearning,centrality_max,0.01278435249091466,0.8995408734816795,False,+,100
TOFU_idk,base,Unlearning,centrality_min,0.06040378571020757,0.5505146526806383,False,+,100
TOFU_idk,base,Unlearning,isolation_mean,,,False,-,100
TOFU_idk,base,Unlearning,isolation_std,,,False,-,100
TOFU_idk,base,Unlearning,isolation_max,,,False,-,100
TOFU_idk,base,Unlearning,isolation_min,,,False,-,100
TOFU_idk,base,Unlearning,cluster_compactness_mean,,,False,-,100
TOFU_idk,base,Unlearning,cluster_compactness_std,,,False,-,100
TOFU_idk,base,Unlearning,cluster_compactness_max,,,False,-,100
TOFU_idk,base,Unlearning,cluster_compactness_min,,,False,-,100
TOFU_idk,base,Unlearning,cross_layer_consistency_mean,0.11894073775906981,0.23854042281768348,False,+,100
TOFU_idk,base,Unlearning,cross_layer_consistency_std,-0.035552089360842296,0.725466695605212,False,-,100
TOFU_idk,base,Unlearning,cross_layer_consistency_max,0.11894073775906981,0.23854042281768348,False,+,100
TOFU_idk,base,Unlearning,cross_layer_consistency_min,0.11894073775906981,0.23854042281768348,False,+,100
TOFU_idk,base,Embedding,local_density_mean,-0.035407653903596924,0.7265378718275813,False,-,100
TOFU_idk,base,Embedding,local_density_std,-0.012474448602305253,0.9019638367223753,False,-,100
TOFU_idk,base,Embedding,local_density_max,-0.03636989807268526,0.7194116082658101,False,-,100
TOFU_idk,base,Embedding,local_density_min,-0.03239395350502335,0.7490056285305509,False,-,100
TOFU_idk,base,Embedding,separability_mean,-0.2410713852232543,0.01568544625448858,True,-,100
TOFU_idk,base,Embedding,separability_std,0.09538534945854524,0.3451615399082201,False,+,100
TOFU_idk,base,Embedding,separability_max,-0.14999261017516866,0.1363534907155471,False,-,100
TOFU_idk,base,Embedding,separability_min,-0.2565941235859644,0.009966785701249613,True,-,100
TOFU_idk,base,Embedding,centrality_mean,-0.17428849914425673,0.08286972818060927,False,-,100
TOFU_idk,base,Embedding,centrality_std,-0.02961960832849936,0.7698765682551447,False,-,100
TOFU_idk,base,Embedding,centrality_max,-0.1438472983645901,0.15334218322090765,False,-,100
TOFU_idk,base,Embedding,centrality_min,-0.025084105498120478,0.8043461560933697,False,-,100
TOFU_idk,base,Embedding,isolation_mean,,,False,-,100
TOFU_idk,base,Embedding,isolation_std,,,False,-,100
TOFU_idk,base,Embedding,isolation_max,,,False,-,100
TOFU_idk,base,Embedding,isolation_min,,,False,-,100
TOFU_idk,base,Embedding,cluster_compactness_mean,,,False,-,100
TOFU_idk,base,Embedding,cluster_compactness_std,,,False,-,100
TOFU_idk,base,Embedding,cluster_compactness_max,,,False,-,100
TOFU_idk,base,Embedding,cluster_compactness_min,,,False,-,100
TOFU_idk,base,Embedding,cross_layer_consistency_mean,-0.009965092771005966,0.9216142785120772,False,-,100
TOFU_idk,base,Embedding,cross_layer_consistency_std,-0.12626153629582018,0.2106582325513535,False,-,100
TOFU_idk,base,Embedding,cross_layer_consistency_max,-0.009965092771005966,0.9216142785120772,False,-,100
TOFU_idk,base,Embedding,cross_layer_consistency_min,-0.009965092771005966,0.9216142785120772,False,-,100
TOFU_idk,base,Steering,local_density_mean,-0.22833153392232958,0.022319833626247485,True,-,100
TOFU_idk,base,Steering,local_density_std,-0.12084960031811137,0.231034786480663,False,-,100
TOFU_idk,base,Steering,local_density_max,-0.19004411409541921,0.05824546007975034,False,-,100
TOFU_idk,base,Steering,local_density_min,-0.2142400932583482,0.03232374925189382,True,-,100
TOFU_idk,base,Steering,separability_mean,-0.280534287250446,0.004697506607776667,True,-,100
TOFU_idk,base,Steering,separability_std,-0.008771685389011557,0.9309769937205674,False,-,100
TOFU_idk,base,Steering,separability_max,-0.2065164160087493,0.03925741530317181,True,-,100
TOFU_idk,base,Steering,separability_min,-0.25659140977159084,0.009967598999021277,True,-,100
TOFU_idk,base,Steering,centrality_mean,-0.1444004850634444,0.15175090003531028,False,-,100
TOFU_idk,base,Steering,centrality_std,-0.08050086697098831,0.4259268168900133,False,-,100
TOFU_idk,base,Steering,centrality_max,-0.06657660836098792,0.5104568474657889,False,-,100
TOFU_idk,base,Steering,centrality_min,0.06423301755042186,0.5254866971332931,False,+,100
TOFU_idk,base,Steering,isolation_mean,,,False,-,100
TOFU_idk,base,Steering,isolation_std,,,False,-,100
TOFU_idk,base,Steering,isolation_max,,,False,-,100
TOFU_idk,base,Steering,isolation_min,,,False,-,100
TOFU_idk,base,Steering,cluster_compactness_mean,,,False,-,100
TOFU_idk,base,Steering,cluster_compactness_std,,,False,-,100
TOFU_idk,base,Steering,cluster_compactness_max,,,False,-,100
TOFU_idk,base,Steering,cluster_compactness_min,,,False,-,100
TOFU_idk,base,Steering,cross_layer_consistency_mean,-0.1545380084419802,0.12473740960921047,False,-,100
TOFU_idk,base,Steering,cross_layer_consistency_std,-0.009946787500410812,0.9217578125789356,False,-,100
TOFU_idk,base,Steering,cross_layer_consistency_max,-0.1545380084419802,0.12473740960921047,False,-,100
TOFU_idk,base,Steering,cross_layer_consistency_min,-0.1545380084419802,0.12473740960921047,False,-,100
TOFU_idk,base,Prompt,local_density_mean,-0.22775163918299388,0.022671824937562098,True,-,100
TOFU_idk,base,Prompt,local_density_std,-0.23637364889940413,0.017900278822792826,True,-,100
TOFU_idk,base,Prompt,local_density_max,-0.24821223846027685,0.012773814719597416,True,-,100
TOFU_idk,base,Prompt,local_density_min,-0.15426910249003614,0.1254027507735425,False,-,100
TOFU_idk,base,Prompt,separability_mean,-0.21274843194051804,0.0335758274606692,True,-,100
TOFU_idk,base,Prompt,separability_std,-0.11630567739371868,0.2491773243541562,False,-,100
TOFU_idk,base,Prompt,separability_max,-0.21773139322733065,0.02954640569109452,True,-,100
TOFU_idk,base,Prompt,separability_min,-0.18401822398831055,0.06684257253584178,False,-,100
TOFU_idk,base,Prompt,centrality_mean,-0.08037164582269204,0.4266723488851614,False,-,100
TOFU_idk,base,Prompt,centrality_std,0.011508765435385431,0.909519636238098,False,+,100
TOFU_idk,base,Prompt,centrality_max,-0.0018525188816856646,0.985405674728037,False,-,100
TOFU_idk,base,Prompt,centrality_min,0.020213282839470728,0.8417841225162919,False,+,100
TOFU_idk,base,Prompt,isolation_mean,,,False,-,100
TOFU_idk,base,Prompt,isolation_std,,,False,-,100
TOFU_idk,base,Prompt,isolation_max,,,False,-,100
TOFU_idk,base,Prompt,isolation_min,,,False,-,100
TOFU_idk,base,Prompt,cluster_compactness_mean,,,False,-,100
TOFU_idk,base,Prompt,cluster_compactness_std,,,False,-,100
TOFU_idk,base,Prompt,cluster_compactness_max,,,False,-,100
TOFU_idk,base,Prompt,cluster_compactness_min,,,False,-,100
TOFU_idk,base,Prompt,cross_layer_consistency_mean,-0.08059598728590403,0.42537850572990177,False,-,100
TOFU_idk,base,Prompt,cross_layer_consistency_std,-0.07934267677955992,0.4326355826149663,False,-,100
TOFU_idk,base,Prompt,cross_layer_consistency_max,-0.08059598728590403,0.42537850572990177,False,-,100
TOFU_idk,base,Prompt,cross_layer_consistency_min,-0.08059598728590403,0.42537850572990177,False,-,100
TOFU_idk,unlearned,Unlearning,local_density_mean,0.2978657292587304,0.0026138336640795243,True,+,100
TOFU_idk,unlearned,Unlearning,local_density_std,0.28697754613862336,0.0037934284438740605,True,+,100
TOFU_idk,unlearned,Unlearning,local_density_max,0.32614689001097746,0.0009279614446160763,True,+,100
TOFU_idk,unlearned,Unlearning,local_density_min,0.18114919293075848,0.07128297482536472,False,+,100
TOFU_idk,unlearned,Unlearning,separability_mean,0.3119325587786227,0.001581325494023834,True,+,100
TOFU_idk,unlearned,Unlearning,separability_std,0.06575628845152566,0.5156924065931401,False,+,100
TOFU_idk,unlearned,Unlearning,separability_max,0.2795161794568908,0.004856716990241086,True,+,100
TOFU_idk,unlearned,Unlearning,separability_min,0.2732389210512397,0.005948896687774155,True,+,100
TOFU_idk,unlearned,Unlearning,centrality_mean,-0.1287667386192981,0.20167250792083566,False,-,100
TOFU_idk,unlearned,Unlearning,centrality_std,0.35054637415582857,0.00034949215369623594,True,+,100
TOFU_idk,unlearned,Unlearning,centrality_max,0.23297184414026767,0.019667959577658444,True,+,100
TOFU_idk,unlearned,Unlearning,centrality_min,-0.3513434438955147,0.0003380613045079323,True,-,100
TOFU_idk,unlearned,Unlearning,isolation_mean,,,False,-,100
TOFU_idk,unlearned,Unlearning,isolation_std,,,False,-,100
TOFU_idk,unlearned,Unlearning,isolation_max,,,False,-,100
TOFU_idk,unlearned,Unlearning,isolation_min,,,False,-,100
TOFU_idk,unlearned,Unlearning,cluster_compactness_mean,,,False,-,100
TOFU_idk,unlearned,Unlearning,cluster_compactness_std,,,False,-,100
TOFU_idk,unlearned,Unlearning,cluster_compactness_max,,,False,-,100
TOFU_idk,unlearned,Unlearning,cluster_compactness_min,,,False,-,100
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_mean,0.12032181723004257,0.23309329946134155,False,+,100
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_std,-0.06769619804666775,0.5033556636999652,False,-,100
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_max,0.12032181723004257,0.23309329946134155,False,+,100
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_min,0.12032181723004257,0.23309329946134155,False,+,100
TOFU_idk,unlearned,Embedding,local_density_mean,-0.09502361378229646,0.34700243009440984,False,-,100
TOFU_idk,unlearned,Embedding,local_density_std,-0.13283432620415814,0.18767461639334174,False,-,100
TOFU_idk,unlearned,Embedding,local_density_max,-0.11019827946357084,0.27507219481778,False,-,100
TOFU_idk,unlearned,Embedding,local_density_min,-0.0251674618383722,0.8037090387512682,False,-,100
TOFU_idk,unlearned,Embedding,separability_mean,-0.2413602781590841,0.015557351862032963,True,-,100
TOFU_idk,unlearned,Embedding,separability_std,0.05506168093250142,0.5863676834962558,False,+,100
TOFU_idk,unlearned,Embedding,separability_max,-0.17000080997635236,0.09084310288435193,False,-,100
TOFU_idk,unlearned,Embedding,separability_min,-0.24044177713454234,0.015967781405064746,True,-,100
TOFU_idk,unlearned,Embedding,centrality_mean,0.055324390952807535,0.5845798713859334,False,+,100
TOFU_idk,unlearned,Embedding,centrality_std,-0.05464319233661579,0.5892207536255425,False,-,100
TOFU_idk,unlearned,Embedding,centrality_max,-0.10576479723164503,0.2949651622075655,False,-,100
TOFU_idk,unlearned,Embedding,centrality_min,0.020761743250000797,0.8375492703830592,False,+,100
TOFU_idk,unlearned,Embedding,isolation_mean,,,False,-,100
TOFU_idk,unlearned,Embedding,isolation_std,,,False,-,100
TOFU_idk,unlearned,Embedding,isolation_max,,,False,-,100
TOFU_idk,unlearned,Embedding,isolation_min,,,False,-,100
TOFU_idk,unlearned,Embedding,cluster_compactness_mean,,,False,-,100
TOFU_idk,unlearned,Embedding,cluster_compactness_std,,,False,-,100
TOFU_idk,unlearned,Embedding,cluster_compactness_max,,,False,-,100
TOFU_idk,unlearned,Embedding,cluster_compactness_min,,,False,-,100
TOFU_idk,unlearned,Embedding,cross_layer_consistency_mean,0.027351469713374026,0.7870629555616788,False,+,100
TOFU_idk,unlearned,Embedding,cross_layer_consistency_std,0.007317484730439977,0.9423983269156613,False,+,100
TOFU_idk,unlearned,Embedding,cross_layer_consistency_max,0.027351469713374026,0.7870629555616788,False,+,100
TOFU_idk,unlearned,Embedding,cross_layer_consistency_min,0.027351469713374026,0.7870629555616788,False,+,100
TOFU_idk,unlearned,Steering,local_density_mean,-0.26304201131803234,0.008191226815994317,True,-,100
TOFU_idk,unlearned,Steering,local_density_std,-0.15730770943249855,0.11804127735030712,False,-,100
TOFU_idk,unlearned,Steering,local_density_max,-0.23460580095599468,0.01880100836695825,True,-,100
TOFU_idk,unlearned,Steering,local_density_min,-0.21794513145513214,0.029383151455510424,True,-,100
TOFU_idk,unlearned,Steering,separability_mean,-0.2698533216084817,0.006624140587062237,True,-,100
TOFU_idk,unlearned,Steering,separability_std,-0.019077106568303814,0.8505711502874783,False,-,100
TOFU_idk,unlearned,Steering,separability_max,-0.20921480876498655,0.036705698198588745,True,-,100
TOFU_idk,unlearned,Steering,separability_min,-0.2223596637625074,0.026178299453761,True,-,100
TOFU_idk,unlearned,Steering,centrality_mean,-0.014650290324565558,0.8849724159474718,False,-,100
TOFU_idk,unlearned,Steering,centrality_std,-0.2802645695143666,0.00473922526416996,True,-,100
TOFU_idk,unlearned,Steering,centrality_max,-0.21086216431276283,0.03521738393787687,True,-,100
TOFU_idk,unlearned,Steering,centrality_min,0.26545980954963944,0.0076010857959589615,True,+,100
TOFU_idk,unlearned,Steering,isolation_mean,,,False,-,100
TOFU_idk,unlearned,Steering,isolation_std,,,False,-,100
TOFU_idk,unlearned,Steering,isolation_max,,,False,-,100
TOFU_idk,unlearned,Steering,isolation_min,,,False,-,100
TOFU_idk,unlearned,Steering,cluster_compactness_mean,,,False,-,100
TOFU_idk,unlearned,Steering,cluster_compactness_std,,,False,-,100
TOFU_idk,unlearned,Steering,cluster_compactness_max,,,False,-,100
TOFU_idk,unlearned,Steering,cluster_compactness_min,,,False,-,100
TOFU_idk,unlearned,Steering,cross_layer_consistency_mean,-0.15952327695953356,0.11288753256619476,False,-,100
TOFU_idk,unlearned,Steering,cross_layer_consistency_std,0.018957765681026313,0.8514951967868681,False,+,100
TOFU_idk,unlearned,Steering,cross_layer_consistency_max,-0.15952327695953356,0.11288753256619476,False,-,100
TOFU_idk,unlearned,Steering,cross_layer_consistency_min,-0.15952327695953356,0.11288753256619476,False,-,100
TOFU_idk,unlearned,Prompt,local_density_mean,-0.22625171975802286,0.02360436615706167,True,-,100
TOFU_idk,unlearned,Prompt,local_density_std,-0.16257132672224384,0.10608474617911343,False,-,100
TOFU_idk,unlearned,Prompt,local_density_max,-0.21223095863522265,0.03401962136394989,True,-,100
TOFU_idk,unlearned,Prompt,local_density_min,-0.1535088368435829,0.12729857505268746,False,-,100
TOFU_idk,unlearned,Prompt,separability_mean,-0.16480869480969718,0.10129825571964023,False,-,100
TOFU_idk,unlearned,Prompt,separability_std,-0.0773614062577696,0.4442505067989559,False,-,100
TOFU_idk,unlearned,Prompt,separability_max,-0.17872778399426126,0.07521317076298155,False,-,100
TOFU_idk,unlearned,Prompt,separability_min,-0.14386663313373999,0.1532863554153347,False,-,100
TOFU_idk,unlearned,Prompt,centrality_mean,0.07746806061971058,0.44362083211451186,False,+,100
TOFU_idk,unlearned,Prompt,centrality_std,-0.11294512999302114,0.263210241080987,False,-,100
TOFU_idk,unlearned,Prompt,centrality_max,-0.1490833323380291,0.13877284512699467,False,-,100
TOFU_idk,unlearned,Prompt,centrality_min,0.08603095030664855,0.3947289797020864,False,+,100
TOFU_idk,unlearned,Prompt,isolation_mean,,,False,-,100
TOFU_idk,unlearned,Prompt,isolation_std,,,False,-,100
TOFU_idk,unlearned,Prompt,isolation_max,,,False,-,100
TOFU_idk,unlearned,Prompt,isolation_min,,,False,-,100
TOFU_idk,unlearned,Prompt,cluster_compactness_mean,,,False,-,100
TOFU_idk,unlearned,Prompt,cluster_compactness_std,,,False,-,100
TOFU_idk,unlearned,Prompt,cluster_compactness_max,,,False,-,100
TOFU_idk,unlearned,Prompt,cluster_compactness_min,,,False,-,100
TOFU_idk,unlearned,Prompt,cross_layer_consistency_mean,-0.12431444290283103,0.2178364476175544,False,-,100
TOFU_idk,unlearned,Prompt,cross_layer_consistency_std,-0.00900496417415465,0.929146056651238,False,-,100
TOFU_idk,unlearned,Prompt,cross_layer_consistency_max,-0.12431444290283103,0.2178364476175544,False,-,100
TOFU_idk,unlearned,Prompt,cross_layer_consistency_min,-0.12431444290283103,0.2178364476175544,False,-,100
