experiment,geometry,target,feature,pearson_r,abs_r,p_value,significant,cv_r2_mean,cv_r2_std,coefficient,direction,n_samples
TOFU_grad_diff,unlearned,Extraction,isolation_std,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
TOFU_grad_diff,unlearned,Extraction,isolation_max,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
TOFU_grad_diff,unlearned,Extraction,isolation_min,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
TOFU_grad_diff,unlearned,Extraction,cluster_compactness_mean,,,,False,-0.05807341100386783,0.03656670337261565,0.0,negative,100
TOFU_grad_diff,unlearned,Extraction,cluster_compactness_std,,,,False,-0.05807341100386796,0.03656670337261581,14.93333333333333,positive,100
TOFU_grad_diff,unlearned,Extraction,cluster_compactness_max,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
TOFU_grad_diff,unlearned,Extraction,cluster_compactness_min,,,,False,-0.05807341100386787,0.03656670337261567,14.4,positive,100
TOFU_grad_diff,unlearned,Extraction,cross_layer_consistency_mean,-0.06571477359141263,0.06571477359141263,0.5159580959325729,False,-0.11367153069024782,0.07816812352863105,-0.7992228243045686,negative,100
TOFU_grad_diff,unlearned,Extraction,cross_layer_consistency_std,0.18084293213114697,0.18084293213114697,0.07177071675681294,False,-0.0433715447584246,0.10335691834505924,146.67343038805632,positive,100
TOFU_grad_diff,unlearned,Extraction,cross_layer_consistency_max,-0.06571477359141263,0.06571477359141263,0.5159580959325729,False,-0.11367153069024782,0.07816812352863105,-0.7992228243045686,negative,100
TOFU_grad_diff,unlearned,Extraction,cross_layer_consistency_min,-0.06571477359141263,0.06571477359141263,0.5159580959325729,False,-0.11367153069024782,0.07816812352863105,-0.7992228243045686,negative,100
TOFU_grad_ascent,base,Unlearning,local_density_mean,0.09068943714082271,0.09068943714082271,0.3695356936346191,False,-0.010526315789473717,0.021052631578947434,0.028079505146153236,positive,100
TOFU_grad_ascent,base,Unlearning,local_density_std,0.08297233040422619,0.08297233040422619,0.41181256618476886,False,-0.010526315789473717,0.021052631578947434,0.06824466530476768,positive,100
TOFU_grad_ascent,base,Unlearning,local_density_max,0.09453082849475454,0.09453082849475454,0.3495201172529767,False,-0.010526315789473717,0.021052631578947434,0.018508491593541666,positive,100
TOFU_grad_ascent,base,Unlearning,local_density_min,0.07111474770793214,0.07111474770793214,0.4819949858970489,False,-0.010526315789473717,0.021052631578947434,0.02884492564258082,positive,100
TOFU_grad_ascent,base,Unlearning,separability_mean,0.01624403095386104,0.01624403095386104,0.872559215599014,False,-0.010526315789473717,0.021052631578947434,0.27592519826674056,positive,100
TOFU_grad_ascent,base,Unlearning,separability_std,-0.05724289186048553,0.05724289186048553,0.5716002948951275,False,-0.010526315789473717,0.021052631578947434,-3.682075875891228,negative,100
TOFU_grad_ascent,base,Unlearning,separability_max,0.03680876937564663,0.03680876937564663,0.7161692944841339,False,-0.010526315789473717,0.021052631578947434,0.5482125503795603,positive,100
TOFU_grad_ascent,base,Unlearning,separability_min,0.046500521103761974,0.046500521103761974,0.6459415003405222,False,-0.010526315789473717,0.021052631578947434,0.8123004499920544,positive,100
TOFU_grad_ascent,base,Unlearning,centrality_mean,-0.13300784876359906,0.13300784876359906,0.18709358596512274,False,-0.010526315789473717,0.021052631578947434,-0.22976270674683502,negative,100
TOFU_grad_ascent,base,Unlearning,centrality_std,0.024258014494649066,0.024258014494649066,0.8106670703919798,False,-0.010526315789473717,0.021052631578947434,0.04737624903815633,positive,100
TOFU_grad_ascent,base,Unlearning,centrality_max,-0.14175960857461628,0.14175960857461628,0.15946022606051455,False,-0.010526315789473717,0.021052631578947434,-0.11518317896032955,negative,100
TOFU_grad_ascent,base,Unlearning,centrality_min,-0.16979748652993185,0.16979748652993185,0.09123578259691137,False,-0.010526315789473717,0.021052631578947434,-0.15537414322953422,negative,100
TOFU_grad_ascent,base,Unlearning,isolation_mean,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_grad_ascent,base,Unlearning,isolation_std,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_grad_ascent,base,Unlearning,isolation_max,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_grad_ascent,base,Unlearning,isolation_min,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_grad_ascent,base,Unlearning,cluster_compactness_mean,,,,False,-0.010526315789473717,0.021052631578947434,-6.575,negative,100
TOFU_grad_ascent,base,Unlearning,cluster_compactness_std,,,,False,-0.010526315789473717,0.021052631578947434,34.99999999999999,positive,100
TOFU_grad_ascent,base,Unlearning,cluster_compactness_max,,,,False,-0.010526315789473717,0.021052631578947434,-6.575,negative,100
TOFU_grad_ascent,base,Unlearning,cluster_compactness_min,,,,False,-0.010526315789473717,0.021052631578947434,-13.15,negative,100
TOFU_grad_ascent,base,Unlearning,cross_layer_consistency_mean,0.030616116900540107,0.030616116900540107,0.7623602203691849,False,-0.010526315789473717,0.021052631578947434,0.12551977418441473,positive,100
TOFU_grad_ascent,base,Unlearning,cross_layer_consistency_std,0.10744561274498142,0.10744561274498142,0.2873144873530766,False,-0.010526315789473717,0.021052631578947434,22.710138352322634,positive,100
TOFU_grad_ascent,base,Unlearning,cross_layer_consistency_max,0.030616116900540107,0.030616116900540107,0.7623602203691849,False,-0.010526315789473717,0.021052631578947434,0.12551977418441473,positive,100
TOFU_grad_ascent,base,Unlearning,cross_layer_consistency_min,0.030616116900540107,0.030616116900540107,0.7623602203691849,False,-0.010526315789473717,0.021052631578947434,0.12551977418441473,positive,100
TOFU_grad_ascent,base,Extraction,local_density_mean,-0.09032455520668016,0.09032455520668016,0.371472707975474,False,-0.011492418196328735,0.022984836392657474,-0.027980677061297046,negative,100
TOFU_grad_ascent,base,Extraction,local_density_std,-0.08058061387614938,0.08058061387614938,0.4254670966478253,False,-0.011492418196328735,0.022984836392657474,-0.06631100893558799,negative,100
TOFU_grad_ascent,base,Extraction,local_density_max,-0.09104524973768098,0.09104524973768098,0.36765279021745934,False,-0.011492418196328735,0.022984836392657474,-0.017835056829878317,negative,100
TOFU_grad_ascent,base,Extraction,local_density_min,-0.07048335404946357,0.07048335404946357,0.4859033133594505,False,-0.011492418196328735,0.022984836392657474,-0.02860328785131769,negative,100
TOFU_grad_ascent,base,Extraction,separability_mean,-0.017115694702910033,0.017115694702910033,0.8657829198828837,False,-0.011492418196328735,0.022984836392657474,-0.29087857255674376,negative,100
TOFU_grad_ascent,base,Extraction,separability_std,0.06732588037265347,0.06732588037265347,0.5056987650648468,False,-0.011492418196328735,0.022984836392657474,4.332842006280763,positive,100
TOFU_grad_ascent,base,Extraction,separability_max,-0.030389123897949163,0.030389123897949163,0.7640704449113301,False,-0.011492418196328735,0.022984836392657474,-0.45283032173661114,negative,100
TOFU_grad_ascent,base,Extraction,separability_min,-0.0505748577369886,0.0505748577369886,0.6172792595307633,False,-0.011492418196328735,0.022984836392657474,-0.8839204628762055,negative,100
TOFU_grad_ascent,base,Extraction,centrality_mean,0.14201254960202728,0.14201254960202728,0.1587094412960938,False,-0.011492418196328735,0.022984836392657474,0.24544186269217863,positive,100
TOFU_grad_ascent,base,Extraction,centrality_std,-0.024245596953990492,0.024245596953990492,0.8107621782830846,False,-0.011492418196328735,0.022984836392657474,-0.047375951703220454,negative,100
TOFU_grad_ascent,base,Extraction,centrality_max,0.14274757237474608,0.14274757237474608,0.15654268459309187,False,-0.011492418196328735,0.022984836392657474,0.11604459856274192,positive,100
TOFU_grad_ascent,base,Extraction,centrality_min,0.17613060188745686,0.17613060188745686,0.07962035189358171,False,-0.011492418196328735,0.022984836392657474,0.16125082787363476,positive,100
TOFU_grad_ascent,base,Extraction,isolation_mean,,,,False,-0.011492418196328735,0.022984836392657474,0.0,negative,100
TOFU_grad_ascent,base,Extraction,isolation_std,,,,False,-0.011492418196328735,0.022984836392657474,0.0,negative,100
TOFU_grad_ascent,base,Extraction,isolation_max,,,,False,-0.011492418196328735,0.022984836392657474,0.0,negative,100
TOFU_grad_ascent,base,Extraction,isolation_min,,,,False,-0.011492418196328735,0.022984836392657474,0.0,negative,100
TOFU_grad_ascent,base,Extraction,cluster_compactness_mean,,,,False,-0.011492418196328735,0.022984836392657474,0.375,positive,100
TOFU_grad_ascent,base,Extraction,cluster_compactness_std,,,,False,-0.011492418196328735,0.022984836392657474,-1.8666666666666663,negative,100
TOFU_grad_ascent,base,Extraction,cluster_compactness_max,,,,False,-0.011492418196328735,0.022984836392657474,0.375,positive,100
TOFU_grad_ascent,base,Extraction,cluster_compactness_min,,,,False,-0.011492418196328735,0.022984836392657474,0.75,positive,100
TOFU_grad_ascent,base,Extraction,cross_layer_consistency_mean,-0.03240056372647269,0.03240056372647269,0.7489561097424661,False,-0.011492418196328735,0.022984836392657474,-0.13290283721137078,negative,100
TOFU_grad_ascent,base,Extraction,cross_layer_consistency_std,-0.10023723512946704,0.10023723512946704,0.32106493525138036,False,-0.011492418196328735,0.022984836392657474,-21.197264359493815,negative,100
TOFU_grad_ascent,base,Extraction,cross_layer_consistency_max,-0.03240056372647269,0.03240056372647269,0.7489561097424661,False,-0.011492418196328735,0.022984836392657474,-0.13290283721137078,negative,100
TOFU_grad_ascent,base,Extraction,cross_layer_consistency_min,-0.03240056372647269,0.03240056372647269,0.7489561097424661,False,-0.011492418196328735,0.022984836392657474,-0.13290283721137078,negative,100
TOFU_grad_ascent,unlearned,Unlearning,local_density_mean,0.16314253251462732,0.16314253251462732,0.1048462764793394,False,-0.010526315789473717,0.021052631578947434,0.04833153656884014,positive,100
TOFU_grad_ascent,unlearned,Unlearning,local_density_std,0.16599030339296278,0.16599030339296278,0.0988396469277667,False,-0.010526315789473717,0.021052631578947434,0.24322694137008924,positive,100
TOFU_grad_ascent,unlearned,Unlearning,local_density_max,0.20829211666462288,0.20829211666462288,0.037562115985916425,True,-0.010526315789473717,0.021052631578947434,0.054923712165647565,positive,100
TOFU_grad_ascent,unlearned,Unlearning,local_density_min,0.13059660755196678,0.13059660755196678,0.19528530101748517,False,-0.010526315789473717,0.021052631578947434,0.04103559640757813,positive,100
TOFU_grad_ascent,unlearned,Unlearning,separability_mean,0.07958453608784781,0.07958453608784781,0.43122966959424425,False,-0.010526315789473717,0.021052631578947434,0.38422259169804024,positive,100
TOFU_grad_ascent,unlearned,Unlearning,separability_std,0.04854084026241624,0.04854084026241624,0.6315200368060427,False,-0.010526315789473717,0.021052631578947434,0.9452968827283454,positive,100
TOFU_grad_ascent,unlearned,Unlearning,separability_max,0.10629038407105397,0.10629038407105397,0.29255850962690694,False,-0.010526315789473717,0.021052631578947434,0.4443063046117719,positive,100
TOFU_grad_ascent,unlearned,Unlearning,separability_min,0.04211787693516878,0.04211787693516878,0.6773600861524984,False,-0.010526315789473717,0.021052631578947434,0.15152941261405423,positive,100
TOFU_grad_ascent,unlearned,Unlearning,centrality_mean,0.07657083631793316,0.07657083631793316,0.448933568005,False,-0.010526315789473717,0.021052631578947434,0.1359836630934974,positive,100
TOFU_grad_ascent,unlearned,Unlearning,centrality_std,0.11620937963336093,0.11620937963336093,0.24957213382646073,False,-0.010526315789473717,0.021052631578947434,0.19800342464583698,positive,100
TOFU_grad_ascent,unlearned,Unlearning,centrality_max,0.07768041356737032,0.07768041356737032,0.4423686213798183,False,-0.010526315789473717,0.021052631578947434,0.05530809125849423,positive,100
TOFU_grad_ascent,unlearned,Unlearning,centrality_min,-0.0822558511459571,0.0822558511459571,0.4158759147247474,False,-0.010526315789473717,0.021052631578947434,-0.06213893322032376,negative,100
TOFU_grad_ascent,unlearned,Unlearning,isolation_mean,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_grad_ascent,unlearned,Unlearning,isolation_std,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_grad_ascent,unlearned,Unlearning,isolation_max,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_grad_ascent,unlearned,Unlearning,isolation_min,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_grad_ascent,unlearned,Unlearning,cluster_compactness_mean,,,,False,-0.010526315789473717,0.021052631578947434,6.575,positive,100
TOFU_grad_ascent,unlearned,Unlearning,cluster_compactness_std,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_grad_ascent,unlearned,Unlearning,cluster_compactness_max,,,,False,-0.010526315789473717,0.021052631578947434,6.575,positive,100
TOFU_grad_ascent,unlearned,Unlearning,cluster_compactness_min,,,,False,-0.010526315789473717,0.021052631578947434,-6.575,negative,100
TOFU_grad_ascent,unlearned,Unlearning,cross_layer_consistency_mean,0.024260054434000058,0.024260054434000058,0.8106514464397414,False,-0.010526315789473717,0.021052631578947434,0.24211904229038148,positive,100
TOFU_grad_ascent,unlearned,Unlearning,cross_layer_consistency_std,0.10404474413498169,0.10404474413498169,0.3029323250383369,False,-0.010526315789473717,0.021052631578947434,23.046203331728123,positive,100
TOFU_grad_ascent,unlearned,Unlearning,cross_layer_consistency_max,0.024260054434000058,0.024260054434000058,0.8106514464397414,False,-0.010526315789473717,0.021052631578947434,0.24211904229038148,positive,100
TOFU_grad_ascent,unlearned,Unlearning,cross_layer_consistency_min,0.024260054434000058,0.024260054434000058,0.8106514464397414,False,-0.010526315789473717,0.021052631578947434,0.24211904229038148,positive,100
TOFU_grad_ascent,unlearned,Extraction,local_density_mean,-0.15448442334937335,0.15448442334937335,0.12486977594948577,False,-0.011492418196328735,0.022984836392657474,-0.045789694192942196,negative,100
TOFU_grad_ascent,unlearned,Extraction,local_density_std,-0.16927320964804596,0.16927320964804596,0.09225452178410311,False,-0.011492418196328735,0.022984836392657474,-0.24816288709138623,negative,100
TOFU_grad_ascent,unlearned,Extraction,local_density_max,-0.20155139596153393,0.20155139596153393,0.0443401994589185,True,-0.011492418196328735,0.022984836392657474,-0.05317316407511686,negative,100
TOFU_grad_ascent,unlearned,Extraction,local_density_min,-0.12047899332445386,0.12047899332445386,0.23247893077775064,False,-0.011492418196328735,0.022984836392657474,-0.03787562677831154,negative,100
TOFU_grad_ascent,unlearned,Extraction,separability_mean,-0.07484701016379204,0.07484701016379204,0.45923994026160647,False,-0.011492418196328735,0.022984836392657474,-0.36153330300904163,negative,100
TOFU_grad_ascent,unlearned,Extraction,separability_std,-0.0523297485941167,0.0523297485941167,0.6051053145441153,False,-0.011492418196328735,0.022984836392657474,-1.0195985948864912,negative,100
TOFU_grad_ascent,unlearned,Extraction,separability_max,-0.10343793052255122,0.10343793052255122,0.3057763468538671,False,-0.011492418196328735,0.022984836392657474,-0.43260144593458544,negative,100
TOFU_grad_ascent,unlearned,Extraction,separability_min,-0.037632229062206764,0.037632229062206764,0.7100993181088465,False,-0.011492418196328735,0.022984836392657474,-0.13545968338422243,negative,100
TOFU_grad_ascent,unlearned,Extraction,centrality_mean,-0.07254159220944685,0.07254159220944685,0.4732251700544109,False,-0.011492418196328735,0.022984836392657474,-0.12889321994910263,negative,100
TOFU_grad_ascent,unlearned,Extraction,centrality_std,-0.11725749052543841,0.11725749052543841,0.24529811999109774,False,-0.011492418196328735,0.022984836392657474,-0.19989031789020434,negative,100
TOFU_grad_ascent,unlearned,Extraction,centrality_max,-0.07879016661019472,0.07879016661019472,0.4358570714943269,False,-0.011492418196328735,0.022984836392657474,-0.05612660905613912,negative,100
TOFU_grad_ascent,unlearned,Extraction,centrality_min,0.08353547575573428,0.08353547575573428,0.4086351545642238,False,-0.011492418196328735,0.022984836392657474,0.06313752988548624,positive,100
TOFU_grad_ascent,unlearned,Extraction,isolation_mean,,,,False,-0.011492418196328735,0.022984836392657474,0.0,negative,100
TOFU_grad_ascent,unlearned,Extraction,isolation_std,,,,False,-0.011492418196328735,0.022984836392657474,0.0,negative,100
TOFU_grad_ascent,unlearned,Extraction,isolation_max,,,,False,-0.011492418196328735,0.022984836392657474,0.0,negative,100
TOFU_grad_ascent,unlearned,Extraction,isolation_min,,,,False,-0.011492418196328735,0.022984836392657474,0.0,negative,100
TOFU_grad_ascent,unlearned,Extraction,cluster_compactness_mean,,,,False,-0.011492418196328735,0.022984836392657474,-0.375,negative,100
TOFU_grad_ascent,unlearned,Extraction,cluster_compactness_std,,,,False,-0.011492418196328735,0.022984836392657474,0.0,negative,100
TOFU_grad_ascent,unlearned,Extraction,cluster_compactness_max,,,,False,-0.011492418196328735,0.022984836392657474,-0.375,negative,100
TOFU_grad_ascent,unlearned,Extraction,cluster_compactness_min,,,,False,-0.011492418196328735,0.022984836392657474,0.375,positive,100
TOFU_grad_ascent,unlearned,Extraction,cross_layer_consistency_mean,-0.019016528469578197,0.019016528469578197,0.8510401762655097,False,-0.011492418196328735,0.022984836392657474,-0.18988386302401028,negative,100
TOFU_grad_ascent,unlearned,Extraction,cross_layer_consistency_std,-0.10851353413153463,0.10851353413153463,0.2825226806787037,False,-0.011492418196328735,0.022984836392657474,-24.048212172238035,negative,100
TOFU_grad_ascent,unlearned,Extraction,cross_layer_consistency_max,-0.019016528469578197,0.019016528469578197,0.8510401762655097,False,-0.011492418196328735,0.022984836392657474,-0.18988386302401028,negative,100
TOFU_grad_ascent,unlearned,Extraction,cross_layer_consistency_min,-0.019016528469578197,0.019016528469578197,0.8510401762655097,False,-0.011492418196328735,0.022984836392657474,-0.18988386302401028,negative,100
TOFU_KL,base,Unlearning,local_density_mean,0.09077935353110365,0.09077935353110365,0.36905931407562825,False,-0.010526315789473717,0.021052631578947434,0.03172064895190159,positive,100
TOFU_KL,base,Unlearning,local_density_std,0.07869957544332616,0.07869957544332616,0.4363865726067544,False,-0.010526315789473717,0.021052631578947434,0.07274170623898972,positive,100
TOFU_KL,base,Unlearning,local_density_max,0.09223208231639787,0.09223208231639787,0.3614149168339748,False,-0.010526315789473717,0.021052631578947434,0.020165386645504466,positive,100
TOFU_KL,base,Unlearning,local_density_min,0.0798081933976725,0.0798081933976725,0.4299318881329259,False,-0.010526315789473717,0.021052631578947434,0.036507421716042585,positive,100
TOFU_KL,base,Unlearning,separability_mean,0.01544322393757081,0.01544322393757081,0.8787928100065803,False,-0.010526315789473717,0.021052631578947434,0.2953455623892436,positive,100
TOFU_KL,base,Unlearning,separability_std,-0.06046640400798051,0.06046640400798051,0.5501007781934913,False,-0.010526315789473717,0.021052631578947434,-4.362574258043527,negative,100
TOFU_KL,base,Unlearning,separability_max,0.03160662078216867,0.03160662078216867,0.7549109669301417,False,-0.010526315789473717,0.021052631578947434,0.5271161540633273,positive,100
TOFU_KL,base,Unlearning,separability_min,0.04768766331723396,0.04768766331723396,0.6375341138627965,False,-0.010526315789473717,0.021052631578947434,0.9389903482472217,positive,100
TOFU_KL,base,Unlearning,centrality_mean,-0.12355687895441846,0.12355687895441846,0.22067556113564912,False,-0.010526315789473717,0.021052631578947434,-0.191984431712088,negative,100
TOFU_KL,base,Unlearning,centrality_std,-0.15979228560947667,0.15979228560947667,0.11227385383585838,False,-0.010526315789473717,0.021052631578947434,-0.37388368262524435,negative,100
TOFU_KL,base,Unlearning,centrality_max,-0.1683265040591573,0.1683265040591573,0.0941168636949218,False,-0.010526315789473717,0.021052631578947434,-0.14460287675744724,negative,100
TOFU_KL,base,Unlearning,centrality_min,0.018840571455261575,0.018840571455261575,0.8524028172790651,False,-0.010526315789473717,0.021052631578947434,0.0161657486364987,positive,100
TOFU_KL,base,Unlearning,isolation_mean,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_KL,base,Unlearning,isolation_std,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_KL,base,Unlearning,isolation_max,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_KL,base,Unlearning,isolation_min,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_KL,base,Unlearning,cluster_compactness_mean,,,,False,-0.010526315789473717,0.021052631578947434,2.95,positive,100
TOFU_KL,base,Unlearning,cluster_compactness_std,,,,False,-0.010526315789473717,0.021052631578947434,-47.2,negative,100
TOFU_KL,base,Unlearning,cluster_compactness_max,,,,False,-0.010526315789473717,0.021052631578947434,5.9,positive,100
TOFU_KL,base,Unlearning,cluster_compactness_min,,,,False,-0.010526315789473717,0.021052631578947434,11.8,positive,100
TOFU_KL,base,Unlearning,cross_layer_consistency_mean,0.03061611690054011,0.03061611690054011,0.7623602203691849,False,-0.010526315789473717,0.021052631578947434,0.1418919186432514,positive,100
TOFU_KL,base,Unlearning,cross_layer_consistency_std,0.10744561274498142,0.10744561274498142,0.2873144873530766,False,-0.010526315789473717,0.021052631578947434,25.67233031132119,positive,100
TOFU_KL,base,Unlearning,cross_layer_consistency_max,0.03061611690054011,0.03061611690054011,0.7623602203691849,False,-0.010526315789473717,0.021052631578947434,0.1418919186432514,positive,100
TOFU_KL,base,Unlearning,cross_layer_consistency_min,0.03061611690054011,0.03061611690054011,0.7623602203691849,False,-0.010526315789473717,0.021052631578947434,0.1418919186432514,positive,100
TOFU_KL,base,Extraction,local_density_mean,-0.09077935353110365,0.09077935353110365,0.36905931407562825,False,-0.010526315789473762,0.02105263157894752,-0.034160698871278636,negative,100
TOFU_KL,base,Extraction,local_density_std,-0.07869957544332616,0.07869957544332616,0.4363865726067544,False,-0.010526315789473762,0.02105263157894752,-0.0783372221035274,negative,100
TOFU_KL,base,Extraction,local_density_max,-0.09223208231639785,0.09223208231639785,0.3614149168339748,False,-0.010526315789473762,0.02105263157894752,-0.021716570233620194,negative,100
TOFU_KL,base,Extraction,local_density_min,-0.0798081933976725,0.0798081933976725,0.4299318881329259,False,-0.010526315789473762,0.02105263157894752,-0.039315684924968924,negative,100
TOFU_KL,base,Extraction,separability_mean,-0.015443223937570808,0.015443223937570808,0.8787928100065803,False,-0.010526315789473762,0.02105263157894752,-0.3180644518038008,negative,100
TOFU_KL,base,Extraction,separability_std,0.0604664040079805,0.0604664040079805,0.5501007781934913,False,-0.010526315789473762,0.02105263157894752,4.698156893277644,positive,100
TOFU_KL,base,Extraction,separability_max,-0.03160662078216868,0.03160662078216868,0.7549109669301417,False,-0.010526315789473762,0.02105263157894752,-0.5676635505297369,negative,100
TOFU_KL,base,Extraction,separability_min,-0.047687663317233946,0.047687663317233946,0.637534113862798,False,-0.010526315789473762,0.02105263157894752,-1.0112203750354696,negative,100
TOFU_KL,base,Extraction,centrality_mean,0.12355687895441843,0.12355687895441843,0.22067556113564912,False,-0.010526315789473762,0.02105263157894752,0.20675246492071012,positive,100
TOFU_KL,base,Extraction,centrality_std,0.1597922856094767,0.1597922856094767,0.11227385383585838,False,-0.010526315789473762,0.02105263157894752,0.4026439659041094,positive,100
TOFU_KL,base,Extraction,centrality_max,0.1683265040591573,0.1683265040591573,0.0941168636949218,False,-0.010526315789473762,0.02105263157894752,0.15572617496955862,positive,100
TOFU_KL,base,Extraction,centrality_min,-0.01884057145526158,0.01884057145526158,0.8524028172790651,False,-0.010526315789473762,0.02105263157894752,-0.017409267762383225,negative,100
TOFU_KL,base,Extraction,isolation_mean,,,,False,-0.010526315789473762,0.02105263157894752,0.0,negative,100
TOFU_KL,base,Extraction,isolation_std,,,,False,-0.010526315789473762,0.02105263157894752,0.0,negative,100
TOFU_KL,base,Extraction,isolation_max,,,,False,-0.010526315789473762,0.02105263157894752,0.0,negative,100
TOFU_KL,base,Extraction,isolation_min,,,,False,-0.010526315789473762,0.02105263157894752,0.0,negative,100
TOFU_KL,base,Extraction,cluster_compactness_mean,,,,False,-0.010526315789473762,0.02105263157894752,-0.0,negative,100
TOFU_KL,base,Extraction,cluster_compactness_std,,,,False,-0.010526315789473762,0.02105263157894752,0.0,negative,100
TOFU_KL,base,Extraction,cluster_compactness_max,,,,False,-0.010526315789473762,0.02105263157894752,-0.0,negative,100
TOFU_KL,base,Extraction,cluster_compactness_min,,,,False,-0.010526315789473762,0.02105263157894752,-0.0,negative,100
TOFU_KL,base,Extraction,cross_layer_consistency_mean,-0.030616116900540103,0.030616116900540103,0.7623602203691849,False,-0.010526315789473762,0.02105263157894752,-0.15280668161580918,negative,100
TOFU_KL,base,Extraction,cross_layer_consistency_std,-0.10744561274498139,0.10744561274498139,0.2873144873530766,False,-0.010526315789473762,0.02105263157894752,-27.647124950653613,negative,100
TOFU_KL,base,Extraction,cross_layer_consistency_max,-0.030616116900540103,0.030616116900540103,0.7623602203691849,False,-0.010526315789473762,0.02105263157894752,-0.15280668161580918,negative,100
TOFU_KL,base,Extraction,cross_layer_consistency_min,-0.030616116900540103,0.030616116900540103,0.7623602203691849,False,-0.010526315789473762,0.02105263157894752,-0.15280668161580918,negative,100
TOFU_KL,unlearned,Unlearning,local_density_mean,0.14054884220443667,0.14054884220443667,0.16309071559713642,False,-0.010526315789473717,0.021052631578947434,0.03933283237927229,positive,100
TOFU_KL,unlearned,Unlearning,local_density_std,0.14266566617576149,0.14266566617576149,0.15678303466712215,False,-0.010526315789473717,0.021052631578947434,0.20608437681725372,positive,100
TOFU_KL,unlearned,Unlearning,local_density_max,0.1514732914635849,0.1514732914635849,0.13248256398833266,False,-0.010526315789473717,0.021052631578947434,0.03278434209654531,positive,100
TOFU_KL,unlearned,Unlearning,local_density_min,0.11719687471467079,0.11719687471467079,0.24554391469928413,False,-0.010526315789473717,0.021052631578947434,0.03560964345404118,positive,100
TOFU_KL,unlearned,Unlearning,separability_mean,0.05767602130722224,0.05767602130722224,0.5686887501477604,False,-0.010526315789473717,0.021052631578947434,0.3647671199005994,positive,100
TOFU_KL,unlearned,Unlearning,separability_std,0.10046919373461716,0.10046919373461716,0.3199407060466449,False,-0.010526315789473717,0.021052631578947434,4.441679284236665,positive,100
TOFU_KL,unlearned,Unlearning,separability_max,0.0678066866062433,0.0678066866062433,0.5026576674431429,False,-0.010526315789473717,0.021052631578947434,0.4081089796667567,positive,100
TOFU_KL,unlearned,Unlearning,separability_min,0.02912330833414795,0.02912330833414795,0.7736280059883321,False,-0.010526315789473717,0.021052631578947434,0.16808692595662217,positive,100
TOFU_KL,unlearned,Unlearning,centrality_mean,-0.06204940299156052,0.06204940299156052,0.5396883951893677,False,-0.010526315789473717,0.021052631578947434,-0.10888829301911325,negative,100
TOFU_KL,unlearned,Unlearning,centrality_std,0.06444209326331696,0.06444209326331696,0.5241368616644361,False,-0.010526315789473717,0.021052631578947434,0.15652666437998902,positive,100
TOFU_KL,unlearned,Unlearning,centrality_max,0.04247857189936208,0.04247857189936208,0.6747524015593503,False,-0.010526315789473717,0.021052631578947434,0.04278812847223834,positive,100
TOFU_KL,unlearned,Unlearning,centrality_min,-0.026038598424097587,0.026038598424097587,0.7970584391504125,False,-0.010526315789473717,0.021052631578947434,-0.020470870977010128,negative,100
TOFU_KL,unlearned,Unlearning,isolation_mean,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_KL,unlearned,Unlearning,isolation_std,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_KL,unlearned,Unlearning,isolation_max,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_KL,unlearned,Unlearning,isolation_min,,,,False,-0.010526315789473717,0.021052631578947434,0.0,negative,100
TOFU_KL,unlearned,Unlearning,cluster_compactness_mean,,,,False,-0.010526315789473717,0.021052631578947434,5.9,positive,100
TOFU_KL,unlearned,Unlearning,cluster_compactness_std,,,,False,-0.010526315789473717,0.021052631578947434,-47.2,negative,100
TOFU_KL,unlearned,Unlearning,cluster_compactness_max,,,,False,-0.010526315789473717,0.021052631578947434,5.9,positive,100
TOFU_KL,unlearned,Unlearning,cluster_compactness_min,,,,False,-0.010526315789473717,0.021052631578947434,1.475,positive,100
