experiment,geometry,target,feature,pearson_r,abs_r,p_value,significant,cv_r2_mean,cv_r2_std,coefficient,direction,n_samples
HP,unlearned,Unlearning,cluster_compactness_std,,,,False,-0.019303737919414178,0.02787745566763505,0.0,negative,100
HP,unlearned,Unlearning,cluster_compactness_max,,,,False,-0.019303737919414178,0.02787745566763505,-11.9,negative,100
HP,unlearned,Unlearning,cluster_compactness_min,,,,False,-0.019303737919414178,0.02787745566763505,-11.9,negative,100
HP,unlearned,Unlearning,cross_layer_consistency_mean,-0.015383976721292502,0.015383976721292502,0.8792542975410197,False,-0.024917143943117104,0.029230648499075532,-0.18203811329484046,negative,100
HP,unlearned,Unlearning,cross_layer_consistency_std,-0.07360499164929922,0.07360499164929922,0.466745838689244,False,-0.022911071452541544,0.03766529115137126,-25.009672914453276,negative,100
HP,unlearned,Unlearning,cross_layer_consistency_max,-0.015383976721292502,0.015383976721292502,0.8792542975410197,False,-0.024917143943117104,0.029230648499075532,-0.18203811329484046,negative,100
HP,unlearned,Unlearning,cross_layer_consistency_min,-0.015383976721292502,0.015383976721292502,0.8792542975410197,False,-0.024917143943117104,0.029230648499075532,-0.18203811329484046,negative,100
HP,unlearned,Extraction,local_density_mean,-0.0614901864250092,0.0614901864250092,0.5433555917727054,False,-13.574609076487624,20.87263248424315,-0.03895268333442438,negative,100
HP,unlearned,Extraction,local_density_std,-0.04272147495888562,0.04272147495888562,0.6729984686291175,False,-13.580546538648207,19.650528412796156,-0.11837478483581572,negative,100
HP,unlearned,Extraction,local_density_max,-0.05479108996320962,0.05479108996320962,0.5882117326972134,False,-13.468949998765192,20.40185173221287,-0.029694542262080365,negative,100
HP,unlearned,Extraction,local_density_min,-0.0384167546400526,0.0384167546400526,0.7043331279303284,False,-15.033570630282771,21.915494757962943,-0.02667234534100366,negative,100
HP,unlearned,Extraction,separability_mean,0.1341271948407038,0.1341271948407038,0.1833769260325612,False,-19.20398017844875,27.544134885614678,1.5517669626577526,positive,100
HP,unlearned,Extraction,separability_std,0.2673752836140174,0.2673752836140174,0.007160525957345126,True,-35.140810227216086,60.49662977063153,23.279995445816034,positive,100
HP,unlearned,Extraction,separability_max,0.1509459425419429,0.1509459425419429,0.133851481006006,False,-21.49767345690882,31.56496657952905,1.9225613706073492,positive,100
HP,unlearned,Extraction,separability_min,0.04145898730077533,0.04145898730077533,0.682133426511577,False,-14.507110028915156,21.716221394537982,0.5016291213903363,positive,100
HP,unlearned,Extraction,centrality_mean,0.03507725856098624,0.03507725856098624,0.7289901590816618,False,-13.86651971235655,20.42121552965723,0.1256556820570867,positive,100
HP,unlearned,Extraction,centrality_std,-0.13852653545160346,0.13852653545160346,0.1692909020993064,False,-21.342015698147424,32.00929650030777,-0.7874301935335414,negative,100
HP,unlearned,Extraction,centrality_max,-0.09058847064035346,0.09058847064035346,0.3700710653307434,False,-19.23820503591125,25.418507960176317,-0.2235089933093041,negative,100
HP,unlearned,Extraction,centrality_min,0.15198495789984984,0.15198495789984984,0.1311645859287907,False,-21.309743574349447,33.52707572158321,0.22822839845500184,positive,100
HP,unlearned,Extraction,isolation_mean,,,,False,-14.439411965971019,21.237576704627894,0.0,negative,100
HP,unlearned,Extraction,isolation_std,,,,False,-14.439411965971019,21.237576704627894,0.0,negative,100
HP,unlearned,Extraction,isolation_max,,,,False,-14.439411965971019,21.237576704627894,0.0,negative,100
HP,unlearned,Extraction,isolation_min,,,,False,-14.439411965971019,21.237576704627894,0.0,negative,100
HP,unlearned,Extraction,cluster_compactness_mean,,,,False,-14.439411965971036,21.237576704627926,1.125,positive,100
HP,unlearned,Extraction,cluster_compactness_std,,,,False,-14.439411965971019,21.237576704627894,0.0,negative,100
HP,unlearned,Extraction,cluster_compactness_max,,,,False,-14.439411965971019,21.237576704627894,2.25,positive,100
HP,unlearned,Extraction,cluster_compactness_min,,,,False,-14.439411965971019,21.237576704627894,2.25,positive,100
HP,unlearned,Extraction,cross_layer_consistency_mean,0.00716021768105977,0.00716021768105977,0.9436342474107972,False,-14.595957757107584,21.50755865297598,0.08243652082726353,positive,100
HP,unlearned,Extraction,cross_layer_consistency_std,0.10432617116338151,0.10432617116338151,0.3016192264228952,False,-13.166699995973321,19.87837700617698,34.49004254103619,positive,100
HP,unlearned,Extraction,cross_layer_consistency_max,0.00716021768105977,0.00716021768105977,0.9436342474107972,False,-14.595957757107584,21.50755865297598,0.08243652082726353,positive,100
HP,unlearned,Extraction,cross_layer_consistency_min,0.00716021768105977,0.00716021768105977,0.9436342474107972,False,-14.595957757107584,21.50755865297598,0.08243652082726353,positive,100
TOFU_grad_diff,base,Unlearning,local_density_mean,-0.02831481310867017,0.02831481310867017,0.779750395738776,False,-0.06972083669062652,0.06817750031723063,-0.028223518444268358,negative,100
TOFU_grad_diff,base,Unlearning,local_density_std,-0.023571331961353043,0.023571331961353043,0.8159305736089166,False,-0.07789197184639289,0.08715885479884541,-0.06287958326586982,negative,100
TOFU_grad_diff,base,Unlearning,local_density_max,0.02510826045039104,0.02510826045039104,0.8041615194095187,False,-0.06449815846799863,0.06401606307914734,0.015976531745782455,positive,100
TOFU_grad_diff,base,Unlearning,local_density_min,0.012056589436845287,0.012056589436845287,0.9052322613015759,False,-0.07030825997604259,0.0630174463648465,0.01578662863208607,positive,100
TOFU_grad_diff,base,Unlearning,separability_mean,0.4035075443034692,0.4035075443034692,3.1440622833074155e-05,True,0.09078155490019171,0.14107251725721992,21.916201376765542,positive,100
TOFU_grad_diff,base,Unlearning,separability_std,0.08471294637547125,0.08471294637547125,0.4020381868367573,False,-0.06282068054213645,0.084634089169137,17.433257264797096,positive,100
TOFU_grad_diff,base,Unlearning,separability_max,0.3612967057018532,0.3612967057018532,0.00022152879438292914,True,0.06354270823968015,0.13776435467758225,17.136650349583597,positive,100
TOFU_grad_diff,base,Unlearning,separability_min,0.40072275790942496,0.40072275790942496,3.606200007874289e-05,True,0.05809392169114149,0.19328951628649815,22.55645026272508,positive,100
TOFU_grad_diff,base,Unlearning,centrality_mean,0.18732004918156786,0.18732004918156786,0.062012682958091835,False,-0.05918611451555163,0.07684280724990347,0.7931230498248665,positive,100
TOFU_grad_diff,base,Unlearning,centrality_std,-0.44482201222835765,0.44482201222835765,3.5398665976371607e-06,True,0.11847022049552129,0.2392805828407304,-3.076213356847356,negative,100
TOFU_grad_diff,base,Unlearning,centrality_max,-0.03741847976352434,0.03741847976352434,0.7116732090481495,False,-0.06275754680939478,0.07427972479982624,-0.08363173041430401,negative,100
TOFU_grad_diff,base,Unlearning,centrality_min,0.4711236951071984,0.4711236951071984,7.53613820058045e-07,True,0.10279697635337579,0.27983264409752107,0.963892196844051,positive,100
TOFU_grad_diff,base,Unlearning,isolation_mean,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,base,Unlearning,isolation_std,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,base,Unlearning,isolation_max,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,base,Unlearning,isolation_min,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,base,Unlearning,cluster_compactness_mean,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,base,Unlearning,cluster_compactness_std,,,,False,-0.05984252798392644,0.06768410759892765,-128.0,negative,100
TOFU_grad_diff,base,Unlearning,cluster_compactness_max,,,,False,-0.0598425279839264,0.0676841075989276,-8.0,negative,100
TOFU_grad_diff,base,Unlearning,cluster_compactness_min,,,,False,-0.0598425279839264,0.0676841075989276,8.0,positive,100
TOFU_grad_diff,base,Unlearning,cross_layer_consistency_mean,0.26460684460828704,0.26460684460828704,0.007804849181803817,True,-0.03889781946003699,0.20316729072932352,3.486920147054902,positive,100
TOFU_grad_diff,base,Unlearning,cross_layer_consistency_std,0.052905370745033445,0.052905370745033445,0.6011353421623585,False,-0.10695861467295806,0.06633517606522059,35.94262082276137,positive,100
TOFU_grad_diff,base,Unlearning,cross_layer_consistency_max,0.26460684460828704,0.26460684460828704,0.007804849181803817,True,-0.03889781946003699,0.20316729072932352,3.486920147054902,positive,100
TOFU_grad_diff,base,Unlearning,cross_layer_consistency_min,0.26460684460828704,0.26460684460828704,0.007804849181803817,True,-0.03889781946003699,0.20316729072932352,3.486920147054902,positive,100
TOFU_grad_diff,base,Extraction,local_density_mean,0.014594027731167811,0.014594027731167811,0.8854111561472502,False,-0.07102295363614468,0.03894941462995712,0.013993273275525703,positive,100
TOFU_grad_diff,base,Extraction,local_density_std,0.028322399641653215,0.028322399641653215,0.7796928829474719,False,-0.07929900507012384,0.046879407607393835,0.07267788350934803,positive,100
TOFU_grad_diff,base,Extraction,local_density_max,-0.03973506355134224,0.03973506355134224,0.694681402088459,False,-0.06969934984768615,0.041230331600387,-0.024321283383924863,negative,100
TOFU_grad_diff,base,Extraction,local_density_min,-0.027690068231572437,0.027690068231572437,0.7844905739329894,False,-0.07086979802861623,0.04916217512402338,-0.03487672048685167,negative,100
TOFU_grad_diff,base,Extraction,separability_mean,-0.42026368011422544,0.42026368011422544,1.3419566863500231e-05,True,0.13255737145253976,0.1061884718243717,-21.95746386788454,negative,100
TOFU_grad_diff,base,Extraction,separability_std,-0.07362899493954411,0.07362899493954411,0.46660014728553756,False,-0.05981080689407916,0.046651912234178416,-14.575528758759722,negative,100
TOFU_grad_diff,base,Extraction,separability_max,-0.37647866952215525,0.37647866952215525,0.00011315675272020135,True,0.0731178111050463,0.10474683825845299,-17.177066750017033,negative,100
TOFU_grad_diff,base,Extraction,separability_min,-0.40814767527123486,0.40814767527123486,2.494982795537575e-05,True,0.11551283945614377,0.1718931279166993,-22.099923436424817,negative,100
TOFU_grad_diff,base,Extraction,centrality_mean,-0.25082293811242296,0.25082293811242296,0.011833556514647915,True,-0.0072274358369696975,0.08730511199610798,-1.0215749936295864,negative,100
TOFU_grad_diff,base,Extraction,centrality_std,0.3789300199962659,0.3789300199962659,0.00010120688406241334,True,0.0800378496759333,0.17244300770172719,2.520785489847353,positive,100
TOFU_grad_diff,base,Extraction,centrality_max,-0.03164221945542697,0.03164221945542697,0.754643653794312,False,-0.0633250456023959,0.04091141461799649,-0.06802970323075999,negative,100
TOFU_grad_diff,base,Extraction,centrality_min,-0.4600938055161158,0.4600938055161158,1.4645879305827203e-06,True,0.1608729789540037,0.23073945338843158,-0.9054961277102819,negative,100
TOFU_grad_diff,base,Extraction,isolation_mean,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
TOFU_grad_diff,base,Extraction,isolation_std,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
TOFU_grad_diff,base,Extraction,isolation_max,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
TOFU_grad_diff,base,Extraction,isolation_min,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
TOFU_grad_diff,base,Extraction,cluster_compactness_mean,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
TOFU_grad_diff,base,Extraction,cluster_compactness_std,,,,False,-0.05807341100386787,0.03656670337261567,-115.2,negative,100
TOFU_grad_diff,base,Extraction,cluster_compactness_max,,,,False,-0.05807341100386787,0.03656670337261567,-7.2,negative,100
TOFU_grad_diff,base,Extraction,cluster_compactness_min,,,,False,-0.058073411003868,0.03656670337261587,7.2,positive,100
TOFU_grad_diff,base,Extraction,cross_layer_consistency_mean,-0.27156633870576,0.27156633870576,0.006274448119656173,True,-0.028912400660635808,0.20681302036216445,-3.442417646649856,negative,100
TOFU_grad_diff,base,Extraction,cross_layer_consistency_std,-0.08206851152221621,0.08206851152221621,0.41694219969478524,False,-0.10001216215181911,0.06482457382493194,-53.63314078513655,negative,100
TOFU_grad_diff,base,Extraction,cross_layer_consistency_max,-0.27156633870576,0.27156633870576,0.006274448119656173,True,-0.028912400660635808,0.20681302036216445,-3.442417646649856,negative,100
TOFU_grad_diff,base,Extraction,cross_layer_consistency_min,-0.27156633870576,0.27156633870576,0.006274448119656173,True,-0.028912400660635808,0.20681302036216445,-3.442417646649856,negative,100
TOFU_grad_diff,unlearned,Unlearning,local_density_mean,-0.17244958483855233,0.17244958483855233,0.08621815103716467,False,-0.04846707641056154,0.10595889263247345,-0.1895818151794386,negative,100
TOFU_grad_diff,unlearned,Unlearning,local_density_std,0.09632712526545589,0.09632712526545589,0.3403976235270824,False,-0.052758351144331674,0.07620368034998228,0.23062703850978544,positive,100
TOFU_grad_diff,unlearned,Unlearning,local_density_max,-0.006105072817786954,0.006105072817786954,0.951929665977424,False,-0.062448097623390805,0.0672541554327581,-0.003267472640198592,negative,100
TOFU_grad_diff,unlearned,Unlearning,local_density_min,-0.3047172689839251,0.3047172689839251,0.002052559919256197,True,-0.018874216369385754,0.19687400835061514,-0.4840435863284582,negative,100
TOFU_grad_diff,unlearned,Unlearning,separability_mean,0.3846494413397079,0.3846494413397079,7.773491434344186e-05,True,0.10884947086255617,0.1344253707197005,17.729427579157782,positive,100
TOFU_grad_diff,unlearned,Unlearning,separability_std,-0.1324429206737119,0.1324429206737119,0.18899002837196544,False,-0.045994389517601084,0.08830181000569741,-24.278499620167036,negative,100
TOFU_grad_diff,unlearned,Unlearning,separability_max,0.22947077072296082,0.22947077072296082,0.021641933859327,True,-0.008070864568113744,0.10906504272126889,8.133329418666241,positive,100
TOFU_grad_diff,unlearned,Unlearning,separability_min,0.39923790843518564,0.39923790843518564,3.8778444919325876e-05,True,0.10522359796952219,0.18601729786264143,18.492637847664636,positive,100
TOFU_grad_diff,unlearned,Unlearning,centrality_mean,0.01309811753759961,0.01309811753759961,0.8970886609517335,False,-0.06427578903100946,0.06825070045716018,0.08464147831802346,positive,100
TOFU_grad_diff,unlearned,Unlearning,centrality_std,-0.24041626833996094,0.24041626833996094,0.01597931245009204,True,0.012448259439530606,0.07398806713069254,-1.8424721421816088,negative,100
TOFU_grad_diff,unlearned,Unlearning,centrality_max,-0.1142577120901065,0.1142577120901065,0.25766658703799633,False,-0.03914489281696139,0.05119071034236624,-0.2983488928724439,negative,100
TOFU_grad_diff,unlearned,Unlearning,centrality_min,0.1205041092952975,0.1205041092952975,0.23238086260387344,False,-0.05029927267062621,0.07127502393769264,0.3475933868870937,positive,100
TOFU_grad_diff,unlearned,Unlearning,isolation_mean,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,unlearned,Unlearning,isolation_std,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,unlearned,Unlearning,isolation_max,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,unlearned,Unlearning,isolation_min,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,unlearned,Unlearning,cluster_compactness_mean,,,,False,-0.0598425279839264,0.0676841075989276,0.0,negative,100
TOFU_grad_diff,unlearned,Unlearning,cluster_compactness_std,,,,False,-0.05984252798392613,0.06768410759892717,29.86666666666666,positive,100
TOFU_grad_diff,unlearned,Unlearning,cluster_compactness_max,,,,False,-0.05984252798392613,0.06768410759892717,0.0,negative,100
TOFU_grad_diff,unlearned,Unlearning,cluster_compactness_min,,,,False,-0.059842527983926086,0.0676841075989272,16.0,positive,100
TOFU_grad_diff,unlearned,Unlearning,cross_layer_consistency_mean,0.029341918460730042,0.029341918460730042,0.7719749261344647,False,-0.09060442758281413,0.0643961163379833,0.3709767341191385,positive,100
TOFU_grad_diff,unlearned,Unlearning,cross_layer_consistency_std,-0.10529491288524459,0.10529491288524459,0.2971277802204496,False,-0.07285850223368055,0.10545251557928718,-88.77907273659281,negative,100
TOFU_grad_diff,unlearned,Unlearning,cross_layer_consistency_max,0.029341918460730042,0.029341918460730042,0.7719749261344647,False,-0.09060442758281413,0.0643961163379833,0.3709767341191385,positive,100
TOFU_grad_diff,unlearned,Unlearning,cross_layer_consistency_min,0.029341918460730042,0.029341918460730042,0.7719749261344647,False,-0.09060442758281413,0.0643961163379833,0.3709767341191385,positive,100
TOFU_grad_diff,unlearned,Extraction,local_density_mean,0.16147037132016967,0.16147037132016967,0.10850399582968422,False,-0.04683591114085901,0.07707966117399483,0.17075524884998278,positive,100
TOFU_grad_diff,unlearned,Extraction,local_density_std,-0.08877034768890407,0.08877034768890407,0.3797926354249473,False,-0.051640949591682396,0.04058626371642792,-0.2044448795587617,negative,100
TOFU_grad_diff,unlearned,Extraction,local_density_max,0.0015880603235036454,0.0015880603235036454,0.9874889230313476,False,-0.06207739380186306,0.03493509233361029,0.000817588550821613,positive,100
TOFU_grad_diff,unlearned,Extraction,local_density_min,0.27794088346097073,0.27794088346097073,0.005112540783945953,True,-0.0019049931830855237,0.1612441486313529,0.42470417537760485,positive,100
TOFU_grad_diff,unlearned,Extraction,separability_mean,-0.4031889301135214,0.4031889301135214,3.193980640843295e-05,True,0.16712801105667044,0.12927253999382868,-17.87659915108051,negative,100
TOFU_grad_diff,unlearned,Extraction,separability_std,0.17777075558002725,0.17777075558002725,0.07681377080514303,False,-0.020709079127567986,0.0707144590656285,31.34729765202971,positive,100
TOFU_grad_diff,unlearned,Extraction,separability_max,-0.22203613843225412,0.22203613843225412,0.026402618000974987,True,0.011112933493568723,0.07207171780243635,-7.570269634451103,negative,100
TOFU_grad_diff,unlearned,Extraction,separability_min,-0.4256607484584197,0.4256607484584197,1.010147460034691e-05,True,0.17764956910302082,0.20055870468363043,-18.96607185934712,negative,100
TOFU_grad_diff,unlearned,Extraction,centrality_mean,-0.054321689805200815,0.054321689805200815,0.5914168891148197,False,-0.06095164914136127,0.04398848993025076,-0.33767143409412137,negative,100
TOFU_grad_diff,unlearned,Extraction,centrality_std,0.28599655333202234,0.28599655333202234,0.0039201568328439814,True,0.041293586663298056,0.07403955567144395,2.1083590472199716,positive,100
TOFU_grad_diff,unlearned,Extraction,centrality_max,0.16525431625539905,0.16525431625539905,0.10036546480979845,False,-0.024296156084168484,0.032814645546191006,0.41508631283925507,positive,100
TOFU_grad_diff,unlearned,Extraction,centrality_min,-0.12959272306764524,0.12959272306764524,0.19877106018436153,False,-0.037833578857060776,0.0516505164561047,-0.3595811840619934,negative,100
TOFU_grad_diff,unlearned,Extraction,isolation_mean,,,,False,-0.05807341100386796,0.03656670337261581,0.0,negative,100
