experiment,feature,base_mean,unlearned_mean,diff_mean,diff_pct,t_statistic,t_pvalue,u_pvalue,cohens_d,abs_cohens_d,significant
TOFU_idk,separability_mean,0.9904997843584498,0.9904424083888667,5.7375969583106645e-05,0.005792628175105486,0.09038131982988151,0.9280755646259766,0.8921311149906492,0.01278184882885988,0.01278184882885988,False
TOFU_idk,separability_std,0.0030860631875016366,0.002715203445122886,0.0003708597423787508,12.017243972213842,2.3797579983556543,0.01827368485684742,0.01819943625435643,0.3365486036440416,0.3365486036440416,True
TOFU_idk,separability_max,0.9956882627454335,0.995069441208503,0.0006188215369304917,0.06215012871842048,0.8423723271965493,0.4005959276144482,0.45834879814458407,0.11912943696891466,0.11912943696891466,False
TOFU_idk,separability_min,0.9853744918865338,0.9858502943911904,-0.00047580250465661944,-0.04828646454463003,-0.7538310686976486,0.4518461741885096,0.23939842757882357,-0.1066078121090419,0.1066078121090419,False
TOFU_idk,centrality_mean,1.0022771390514764,1.0005156542923084,0.0017614847591680416,0.17574827266189624,0.30148151322907196,0.7633637361765414,0.7516846029154188,0.04263592448133172,0.04263592448133172,False
TOFU_idk,centrality_std,0.1806285947011154,0.18663474094267038,-0.006006146241554988,-3.3251358963918793,-1.1305018637829027,0.25963235320653927,0.38773184929343585,-0.15987710680498426,0.15987710680498426,False
TOFU_idk,centrality_max,1.3275021711573192,1.3427152876567066,-0.015213116499387391,-1.1459956021107343,-1.162245943667814,0.2465345737373715,0.21769155852292943,-0.16436639763481392,0.16436639763481392,False
TOFU_idk,centrality_min,0.6638147610375682,0.6567774955261642,0.007037265511404045,1.0601248909265781,0.47189249510844783,0.6375231432466475,0.8574751756787353,0.06673567665644463,0.06673567665644463,False
TOFU_idk,isolation_mean,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,False
TOFU_idk,isolation_std,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,False
TOFU_idk,isolation_max,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,False
TOFU_idk,isolation_min,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,False
TOFU_idk,cluster_compactness_mean,0.03363554028158411,0.0370485038340691,-0.0034129635524849933,-10.146896776186571,-4893944056578200.0,0.0,3.5216158823946e-45,-692108205830809.2,692108205830809.2,True
TOFU_idk,cluster_compactness_std,0.0032082593641908994,0.0024798771079341006,0.0007283822562567988,22.70334700450541,1.1816577089898034e+16,0.0,3.5216158823946e-45,1671116358136100.0,1671116358136100.0,True
TOFU_idk,cluster_compactness_max,0.0406366612327873,0.0415462009655217,-0.0009095397327344018,-2.2382245616196155,-inf,0.0,3.5216158823946e-45,0.0,0.0,True
TOFU_idk,cluster_compactness_min,0.029421467078061897,0.03241445447129641,-0.00299298739323451,-10.172801326641626,-3838638645004236.5,0.0,3.5216158823946e-45,-542865483281447.1,542865483281447.1,True
TOFU_idk,cross_layer_consistency_mean,0.603368,0.635601,-0.032232999999999956,-5.3421792339003655,-13.18438511019553,6.633097168457494e-29,5.317467725786612e-23,-1.8645536234388418,1.8645536234388418,True
TOFU_idk,cross_layer_consistency_std,0.00038583299999999987,0.000351656,3.417699999999987e-05,8.857977415099247,0.649886974689099,0.5165185043714882,0.4390205116233964,0.09190789736149442,0.09190789736149442,False
TOFU_idk,cross_layer_consistency_max,0.603368,0.635601,-0.032232999999999956,-5.3421792339003655,-13.18438511019553,6.633097168457494e-29,5.317467725786612e-23,-1.8645536234388418,1.8645536234388418,True
TOFU_idk,cross_layer_consistency_min,0.603368,0.635601,-0.032232999999999956,-5.3421792339003655,-13.18438511019553,6.633097168457494e-29,5.317467725786612e-23,-1.8645536234388418,1.8645536234388418,True
