query_id,base_caf
tofu_0,0.3333333333333333
tofu_1,0.8
tofu_2,0.9666666666666667
tofu_3,0.7333333333333333
tofu_4,0.8666666666666667
tofu_5,0.43333333333333335
tofu_6,0.6333333333333333
tofu_7,0.8333333333333334
tofu_8,0.9333333333333333
tofu_9,0.8
tofu_10,0.5333333333333333
tofu_11,0.6333333333333333
tofu_12,0.6666666666666666
tofu_13,0.8333333333333334
tofu_14,0.5333333333333333
tofu_15,0.8666666666666667
tofu_16,0.5
tofu_17,0.6666666666666666
tofu_18,0.13333333333333333
tofu_19,0.6666666666666666
tofu_20,0.8666666666666667
tofu_21,0.9333333333333333
tofu_22,0.8333333333333334
tofu_23,0.8333333333333334
tofu_24,0.9666666666666667
tofu_25,0.7
tofu_26,0.8666666666666667
tofu_27,0.9
tofu_28,0.4
tofu_29,0.8333333333333334
tofu_30,0.7333333333333333
tofu_31,0.8666666666666667
tofu_32,1.0
tofu_33,0.3333333333333333
tofu_34,1.0
tofu_35,0.9666666666666667
tofu_36,0.9666666666666667
tofu_37,0.9333333333333333
tofu_38,0.9666666666666667
tofu_39,1.0
tofu_40,0.7
tofu_41,0.4666666666666667
tofu_42,0.9
tofu_43,0.9666666666666667
tofu_44,0.7666666666666667
tofu_45,0.9
tofu_46,0.6333333333333333
tofu_47,0.7666666666666667
tofu_48,0.9
tofu_49,0.7
tofu_50,0.8666666666666667
tofu_51,0.7666666666666667
tofu_52,0.16666666666666666
tofu_53,0.7333333333333333
tofu_54,0.43333333333333335
tofu_55,0.6333333333333333
tofu_56,0.3333333333333333
tofu_57,0.9666666666666667
tofu_58,0.9333333333333333
tofu_59,1.0
tofu_60,0.7
tofu_61,0.9
tofu_62,0.7666666666666667
tofu_63,0.43333333333333335
tofu_64,0.9
tofu_65,1.0
tofu_66,0.26666666666666666
tofu_67,0.9
tofu_68,0.4666666666666667
tofu_69,0.5
tofu_70,0.4666666666666667
tofu_71,0.36666666666666664
tofu_72,0.6666666666666666
tofu_73,0.6333333333333333
tofu_74,0.6
tofu_75,0.43333333333333335
tofu_76,0.6333333333333333
tofu_77,0.8333333333333334
tofu_78,0.5666666666666667
tofu_79,0.4666666666666667
tofu_80,0.8
tofu_81,0.8666666666666667
tofu_82,0.7333333333333333
tofu_83,0.8333333333333334
tofu_84,0.9
tofu_85,0.9666666666666667
tofu_86,0.7
tofu_87,0.9333333333333333
tofu_88,0.16666666666666666
tofu_89,0.9333333333333333
tofu_90,0.9
tofu_91,0.7333333333333333
tofu_92,0.5333333333333333
tofu_93,0.8333333333333334
tofu_94,0.9333333333333333
tofu_95,0.8666666666666667
tofu_96,0.7333333333333333
tofu_97,0.7666666666666667
tofu_98,0.9333333333333333
tofu_99,0.9333333333333333
