experiment,geometry,target,feature,pearson_r,p_value,significant,cv_r2_mean,cv_r2_std,direction
HP,unlearned,Unlearning,isolation_max,,,False,-0.019303737919414178,0.02787745566763505,-
HP,unlearned,Unlearning,isolation_min,,,False,-0.019303737919414178,0.02787745566763505,-
HP,unlearned,Unlearning,cluster_compactness_mean,,,False,-0.019303737919414265,0.02787745566763514,-
HP,unlearned,Unlearning,cluster_compactness_std,,,False,-0.019303737919414178,0.02787745566763505,-
HP,unlearned,Unlearning,cluster_compactness_max,,,False,-0.019303737919414178,0.02787745566763505,-
HP,unlearned,Unlearning,cluster_compactness_min,,,False,-0.019303737919414178,0.02787745566763505,-
HP,unlearned,Unlearning,cross_layer_consistency_mean,-0.015383976721292502,0.8792542975410197,False,-0.024917143943117104,0.029230648499075532,-
HP,unlearned,Unlearning,cross_layer_consistency_std,-0.07360499164929922,0.466745838689244,False,-0.022911071452541544,0.03766529115137126,-
HP,unlearned,Unlearning,cross_layer_consistency_max,-0.015383976721292502,0.8792542975410197,False,-0.024917143943117104,0.029230648499075532,-
HP,unlearned,Unlearning,cross_layer_consistency_min,-0.015383976721292502,0.8792542975410197,False,-0.024917143943117104,0.029230648499075532,-
HP,unlearned,Steering,local_density_mean,-0.0614901864250092,0.5433555917727054,False,-13.574609076487624,20.87263248424315,-
HP,unlearned,Steering,local_density_std,-0.04272147495888562,0.6729984686291175,False,-13.580546538648207,19.650528412796156,-
HP,unlearned,Steering,local_density_max,-0.05479108996320962,0.5882117326972134,False,-13.468949998765192,20.40185173221287,-
HP,unlearned,Steering,local_density_min,-0.0384167546400526,0.7043331279303284,False,-15.033570630282771,21.915494757962943,-
HP,unlearned,Steering,separability_mean,0.1341271948407038,0.1833769260325612,False,-19.20398017844875,27.544134885614678,+
HP,unlearned,Steering,separability_std,0.2673752836140174,0.007160525957345126,True,-35.140810227216086,60.49662977063153,+
HP,unlearned,Steering,separability_max,0.1509459425419429,0.133851481006006,False,-21.49767345690882,31.56496657952905,+
HP,unlearned,Steering,separability_min,0.04145898730077533,0.682133426511577,False,-14.507110028915156,21.716221394537982,+
HP,unlearned,Steering,centrality_mean,0.03507725856098624,0.7289901590816618,False,-13.86651971235655,20.42121552965723,+
HP,unlearned,Steering,centrality_std,-0.13852653545160346,0.1692909020993064,False,-21.342015698147424,32.00929650030777,-
HP,unlearned,Steering,centrality_max,-0.09058847064035346,0.3700710653307434,False,-19.23820503591125,25.418507960176317,-
HP,unlearned,Steering,centrality_min,0.15198495789984984,0.1311645859287907,False,-21.309743574349447,33.52707572158321,+
HP,unlearned,Steering,isolation_mean,,,False,-14.439411965971019,21.237576704627894,-
HP,unlearned,Steering,isolation_std,,,False,-14.439411965971019,21.237576704627894,-
HP,unlearned,Steering,isolation_max,,,False,-14.439411965971019,21.237576704627894,-
HP,unlearned,Steering,isolation_min,,,False,-14.439411965971019,21.237576704627894,-
HP,unlearned,Steering,cluster_compactness_mean,,,False,-14.439411965971036,21.237576704627926,-
HP,unlearned,Steering,cluster_compactness_std,,,False,-14.439411965971019,21.237576704627894,-
HP,unlearned,Steering,cluster_compactness_max,,,False,-14.439411965971019,21.237576704627894,-
HP,unlearned,Steering,cluster_compactness_min,,,False,-14.439411965971019,21.237576704627894,-
HP,unlearned,Steering,cross_layer_consistency_mean,0.00716021768105977,0.9436342474107972,False,-14.595957757107584,21.50755865297598,+
HP,unlearned,Steering,cross_layer_consistency_std,0.10432617116338151,0.3016192264228952,False,-13.166699995973321,19.87837700617698,+
HP,unlearned,Steering,cross_layer_consistency_max,0.00716021768105977,0.9436342474107972,False,-14.595957757107584,21.50755865297598,+
HP,unlearned,Steering,cross_layer_consistency_min,0.00716021768105977,0.9436342474107972,False,-14.595957757107584,21.50755865297598,+
HP,unlearned,Prompt,local_density_mean,-0.1218796468678907,0.22705400283674795,False,-1.0228878251371416,2.045762212266318,-
HP,unlearned,Prompt,local_density_std,-0.07174913249334995,0.47808515966726656,False,-0.9923418305121368,1.885004675707058,-
HP,unlearned,Prompt,local_density_max,-0.10390477687439037,0.3035867838148163,False,-0.9985725557301037,1.9597483071738533,-
HP,unlearned,Prompt,local_density_min,-0.09130823120134461,0.36626492292712953,False,-1.152107254716375,2.199106431397083,-
HP,unlearned,Prompt,separability_mean,0.1693114134843571,0.09217998412307117,False,-1.2768404904304473,2.4273556219982146,+
HP,unlearned,Prompt,separability_std,0.272890777279971,0.006015396861957769,True,-2.269067658382082,4.598123054018113,+
HP,unlearned,Prompt,separability_max,0.1877885021331245,0.06135106426473558,False,-1.433939183937886,2.759145524598014,+
HP,unlearned,Prompt,separability_min,0.0790714491779388,0.434215314758845,False,-1.1088701928697593,2.132678368784323,+
HP,unlearned,Prompt,centrality_mean,0.012247511990613039,0.9037386975252625,False,-1.1203645276651302,2.128613619185473,+
HP,unlearned,Prompt,centrality_std,-0.10632223669016233,0.29241307552237134,False,-1.3009701754947725,2.366470709166743,-
HP,unlearned,Prompt,centrality_max,-0.1201622039261237,0.23371835400791557,False,-1.328707793133673,2.4119654681527534,-
HP,unlearned,Prompt,centrality_min,0.11261601423013418,0.2646128664524936,False,-1.2726252315165218,2.3529748669331125,+
HP,unlearned,Prompt,isolation_mean,,,False,-1.0936811371613235,2.0848645430289783,-
HP,unlearned,Prompt,isolation_std,,,False,-1.0936811371613235,2.0848645430289783,-
HP,unlearned,Prompt,isolation_max,,,False,-1.0936811371613235,2.0848645430289783,-
HP,unlearned,Prompt,isolation_min,,,False,-1.0936811371613235,2.0848645430289783,-
HP,unlearned,Prompt,cluster_compactness_mean,,,False,-1.0936811371613238,2.084864543028979,-
HP,unlearned,Prompt,cluster_compactness_std,,,False,-1.0936811371613235,2.0848645430289783,-
HP,unlearned,Prompt,cluster_compactness_max,,,False,-1.0936811371613235,2.0848645430289783,-
HP,unlearned,Prompt,cluster_compactness_min,,,False,-1.0936811371613235,2.0848645430289783,-
HP,unlearned,Prompt,cross_layer_consistency_mean,-0.002762929172182149,0.978234836500449,False,-1.115768352925334,2.08500366935202,-
HP,unlearned,Prompt,cross_layer_consistency_std,0.04924211984946308,0.6265945859657476,False,-1.0811294652924117,1.997275155048472,+
HP,unlearned,Prompt,cross_layer_consistency_max,-0.002762929172182149,0.978234836500449,False,-1.115768352925334,2.08500366935202,-
HP,unlearned,Prompt,cross_layer_consistency_min,-0.002762929172182149,0.978234836500449,False,-1.115768352925334,2.08500366935202,-
TOFU_grad_ascent,base,Unlearning,local_density_mean,0.09068943714082271,0.3695356936346191,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,local_density_std,0.08297233040422619,0.41181256618476886,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,local_density_max,0.09453082849475454,0.3495201172529767,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,local_density_min,0.07111474770793214,0.4819949858970489,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,separability_mean,0.01624403095386104,0.872559215599014,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,separability_std,-0.05724289186048553,0.5716002948951275,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,separability_max,0.03680876937564663,0.7161692944841339,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,separability_min,0.046500521103761974,0.6459415003405222,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,centrality_mean,-0.13300784876359906,0.18709358596512274,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,centrality_std,0.024258014494649066,0.8106670703919798,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,centrality_max,-0.14175960857461628,0.15946022606051455,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,centrality_min,-0.16979748652993185,0.09123578259691137,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,isolation_mean,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,isolation_std,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,isolation_max,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,isolation_min,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,cluster_compactness_mean,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,cluster_compactness_std,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,cluster_compactness_max,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,cluster_compactness_min,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,base,Unlearning,cross_layer_consistency_mean,0.030616116900540107,0.7623602203691849,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,cross_layer_consistency_std,0.10744561274498142,0.2873144873530766,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,cross_layer_consistency_max,0.030616116900540107,0.7623602203691849,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Unlearning,cross_layer_consistency_min,0.030616116900540107,0.7623602203691849,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,base,Steering,local_density_mean,-0.09032455520668016,0.371472707975474,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,local_density_std,-0.08058061387614938,0.4254670966478253,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,local_density_max,-0.09104524973768098,0.36765279021745934,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,local_density_min,-0.07048335404946357,0.4859033133594505,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,separability_mean,-0.017115694702910033,0.8657829198828837,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,separability_std,0.06732588037265347,0.5056987650648468,False,-0.011492418196328735,0.022984836392657474,+
TOFU_grad_ascent,base,Steering,separability_max,-0.030389123897949163,0.7640704449113301,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,separability_min,-0.0505748577369886,0.6172792595307633,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,centrality_mean,0.14201254960202728,0.1587094412960938,False,-0.011492418196328735,0.022984836392657474,+
TOFU_grad_ascent,base,Steering,centrality_std,-0.024245596953990492,0.8107621782830846,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,centrality_max,0.14274757237474608,0.15654268459309187,False,-0.011492418196328735,0.022984836392657474,+
TOFU_grad_ascent,base,Steering,centrality_min,0.17613060188745686,0.07962035189358171,False,-0.011492418196328735,0.022984836392657474,+
TOFU_grad_ascent,base,Steering,isolation_mean,,,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,isolation_std,,,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,isolation_max,,,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,isolation_min,,,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,cluster_compactness_mean,,,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,cluster_compactness_std,,,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,cluster_compactness_max,,,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,cluster_compactness_min,,,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,cross_layer_consistency_mean,-0.03240056372647269,0.7489561097424661,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,cross_layer_consistency_std,-0.10023723512946704,0.32106493525138036,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,cross_layer_consistency_max,-0.03240056372647269,0.7489561097424661,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Steering,cross_layer_consistency_min,-0.03240056372647269,0.7489561097424661,False,-0.011492418196328735,0.022984836392657474,-
TOFU_grad_ascent,base,Prompt,local_density_mean,-0.09068943714082271,0.3695356936346191,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,local_density_std,-0.08297233040422622,0.41181256618476886,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,local_density_max,-0.09453082849475455,0.3495201172529767,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,local_density_min,-0.07111474770793214,0.4819949858970489,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,separability_mean,-0.01624403095386104,0.872559215599014,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,separability_std,0.05724289186048553,0.5716002948951275,False,-0.010526315789473762,0.02105263157894752,+
TOFU_grad_ascent,base,Prompt,separability_max,-0.03680876937564662,0.7161692944841339,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,separability_min,-0.04650052110376198,0.6459415003405222,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,centrality_mean,0.13300784876359903,0.18709358596512274,False,-0.010526315789473762,0.02105263157894752,+
TOFU_grad_ascent,base,Prompt,centrality_std,-0.024258014494649066,0.8106670703919798,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,centrality_max,0.14175960857461636,0.1594602260605139,False,-0.010526315789473762,0.02105263157894752,+
TOFU_grad_ascent,base,Prompt,centrality_min,0.16979748652993187,0.09123578259691137,False,-0.010526315789473762,0.02105263157894752,+
TOFU_grad_ascent,base,Prompt,isolation_mean,,,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,isolation_std,,,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,isolation_max,,,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,isolation_min,,,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,cluster_compactness_mean,,,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,cluster_compactness_std,,,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,cluster_compactness_max,,,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,cluster_compactness_min,,,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,cross_layer_consistency_mean,-0.030616116900540103,0.7623602203691849,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,cross_layer_consistency_std,-0.10744561274498139,0.2873144873530766,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,cross_layer_consistency_max,-0.030616116900540103,0.7623602203691849,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,base,Prompt,cross_layer_consistency_min,-0.030616116900540103,0.7623602203691849,False,-0.010526315789473762,0.02105263157894752,-
TOFU_grad_ascent,unlearned,Unlearning,local_density_mean,0.16314253251462732,0.1048462764793394,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,local_density_std,0.16599030339296278,0.0988396469277667,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,local_density_max,0.20829211666462288,0.037562115985916425,True,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,local_density_min,0.13059660755196678,0.19528530101748517,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,separability_mean,0.07958453608784781,0.43122966959424425,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,separability_std,0.04854084026241624,0.6315200368060427,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,separability_max,0.10629038407105397,0.29255850962690694,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,separability_min,0.04211787693516878,0.6773600861524984,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,centrality_mean,0.07657083631793316,0.448933568005,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,centrality_std,0.11620937963336093,0.24957213382646073,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,centrality_max,0.07768041356737032,0.4423686213798183,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,centrality_min,-0.0822558511459571,0.4158759147247474,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,unlearned,Unlearning,isolation_mean,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,unlearned,Unlearning,isolation_std,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,unlearned,Unlearning,isolation_max,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,unlearned,Unlearning,isolation_min,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,unlearned,Unlearning,cluster_compactness_mean,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,unlearned,Unlearning,cluster_compactness_std,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,unlearned,Unlearning,cluster_compactness_max,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,unlearned,Unlearning,cluster_compactness_min,,,False,-0.010526315789473717,0.021052631578947434,-
TOFU_grad_ascent,unlearned,Unlearning,cross_layer_consistency_mean,0.024260054434000058,0.8106514464397414,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,cross_layer_consistency_std,0.10404474413498169,0.3029323250383369,False,-0.010526315789473717,0.021052631578947434,+
TOFU_grad_ascent,unlearned,Unlearning,cross_layer_consistency_max,0.024260054434000058,0.8106514464397414,False,-0.010526315789473717,0.021052631578947434,+
