experiment,geometry,target,feature,importance,importance_std,cv_r2
TOFU_grad_diff,unlearned,Steering,centrality_std,0.05372366870371603,0.008398978530634515,0.21113299309586112
TOFU_grad_diff,unlearned,Steering,centrality_max,0.08931355639661825,0.02181317588121161,0.21113299309586112
TOFU_grad_diff,unlearned,Steering,centrality_min,0.00949534551705008,0.003699940972076982,0.21113299309586112
TOFU_grad_diff,unlearned,Steering,cross_layer_consistency_mean,0.013971535990612594,0.005030431944368613,0.21113299309586112
TOFU_grad_diff,unlearned,Steering,cross_layer_consistency_std,0.013546032358133153,0.004593586789934495,0.21113299309586112
TOFU_grad_diff,unlearned,Steering,cross_layer_consistency_max,0.017149117278718717,0.005141113626171641,0.21113299309586112
TOFU_grad_diff,unlearned,Steering,cross_layer_consistency_min,0.009773989807500171,0.002475947314008891,0.21113299309586112
TOFU_grad_diff,unlearned,Prompt,local_density_mean,0.012830392780710043,0.002157812468817371,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,local_density_std,0.008875492807048135,0.0017000099833897543,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,local_density_max,0.006151762328423615,0.0016262248492208064,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,local_density_min,0.05369630116949002,0.014202940180105377,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,separability_mean,0.43166712452855516,0.04096417423301577,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,separability_std,0.01628272454003874,0.0023773751344320004,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,separability_max,0.014874237419590763,0.001817684439359716,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,separability_min,0.2864897745904841,0.06160209863104416,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,centrality_mean,0.01697577465476464,0.0024201556127327814,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,centrality_std,0.021585637236282096,0.0015297676510138555,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,centrality_max,0.0704490086496066,0.011116467926687044,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,centrality_min,0.09229889053237847,0.018524190687161515,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,cross_layer_consistency_mean,0.008143572736760463,0.0018662906232393237,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,cross_layer_consistency_std,0.01666067353680124,0.003100081818795506,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,cross_layer_consistency_max,0.00855884845849414,0.0021186797065552774,0.24527801049607967
TOFU_grad_diff,unlearned,Prompt,cross_layer_consistency_min,0.0102494898346289,0.0012543439927605962,0.24527801049607967
TOFU_grad_ascent,base,Unlearning,centrality_min,1.185858585858586,0.0181818181818183,0.3894736842105263
TOFU_grad_ascent,base,Steering,centrality_mean,0.001945845414314129,0.0004125400579887269,0.3885075818036713
TOFU_grad_ascent,base,Steering,centrality_min,1.184686002594232,0.018172374348377374,0.3885075818036713
TOFU_grad_ascent,base,Prompt,centrality_min,1.185858585858586,0.018181818181818195,0.38947368421052625
TOFU_grad_ascent,base,Embedding,local_density_mean,0.04606878846670378,0.00566186968220047,0.10859931305881843
TOFU_grad_ascent,base,Embedding,local_density_std,0.055641744612945965,0.01727078501357374,0.10859931305881843
TOFU_grad_ascent,base,Embedding,local_density_max,0.047835175490757165,0.0068529121249871075,0.10859931305881843
TOFU_grad_ascent,base,Embedding,local_density_min,0.14704737597162315,0.016415145721195696,0.10859931305881843
TOFU_grad_ascent,base,Embedding,separability_mean,0.03602051874831558,0.008629895173422754,0.10859931305881843
TOFU_grad_ascent,base,Embedding,separability_std,0.03622952346164069,0.006185709702763402,0.10859931305881843
TOFU_grad_ascent,base,Embedding,separability_max,0.02362503673430415,0.004203016729994724,0.10859931305881843
TOFU_grad_ascent,base,Embedding,separability_min,0.8010641020790343,0.1233448803696963,0.10859931305881843
TOFU_grad_ascent,base,Embedding,centrality_mean,0.02856850136997081,0.004137265108195186,0.10859931305881843
TOFU_grad_ascent,base,Embedding,centrality_std,0.025426249342684292,0.00501255096043334,0.10859931305881843
TOFU_grad_ascent,base,Embedding,centrality_max,0.060469741012658784,0.009049948559797509,0.10859931305881843
TOFU_grad_ascent,base,Embedding,centrality_min,0.030274749609576757,0.004946452956367559,0.10859931305881843
TOFU_grad_ascent,base,Embedding,cross_layer_consistency_mean,0.020813852880764948,0.004645175416912178,0.10859931305881843
TOFU_grad_ascent,base,Embedding,cross_layer_consistency_std,0.024626248795484605,0.0044215651564523,0.10859931305881843
TOFU_grad_ascent,base,Embedding,cross_layer_consistency_max,0.024222347630228847,0.005650012886636693,0.10859931305881843
TOFU_grad_ascent,base,Embedding,cross_layer_consistency_min,0.028695111247059747,0.005946665502616404,0.10859931305881843
TOFU_grad_ascent,unlearned,Unlearning,local_density_mean,0.3887272727272731,8.080808080805357e-05,-0.010526315789473717
TOFU_grad_ascent,unlearned,Unlearning,local_density_std,0.14181818181818207,0.0,-0.010526315789473717
TOFU_grad_ascent,unlearned,Unlearning,local_density_max,0.21292929292929297,0.0,-0.010526315789473717
TOFU_grad_ascent,unlearned,Steering,local_density_mean,0.3884381008698305,9.859867486882693e-05,-0.011492418196328735
TOFU_grad_ascent,unlearned,Steering,local_density_std,0.14183353044407143,4.506549062235409e-05,-0.011492418196328735
TOFU_grad_ascent,unlearned,Steering,local_density_max,0.21274534564321676,1.039129320745693e-05,-0.011492418196328735
TOFU_grad_ascent,unlearned,Steering,local_density_min,0.001538760872882572,0.0020901616574284737,-0.011492418196328735
TOFU_grad_ascent,unlearned,Prompt,local_density_mean,0.3887272727272727,8.080808080806466e-05,-0.010526315789473762
TOFU_grad_ascent,unlearned,Prompt,local_density_std,0.14181818181818187,5.1178752665209035e-17,-0.010526315789473762
TOFU_grad_ascent,unlearned,Prompt,local_density_max,0.21292929292929302,5.551115123125783e-17,-0.010526315789473762
TOFU_grad_ascent,unlearned,Embedding,local_density_mean,0.019199059483207083,0.002677133862416479,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,local_density_std,0.05305952660920442,0.008293622618702451,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,local_density_max,0.036680015165321954,0.00426360943319679,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,local_density_min,0.033494948164932946,0.00565965053354665,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,separability_mean,0.2091729524958156,0.030234757643025918,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,separability_std,0.01640094114217444,0.0036383057732176094,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,separability_max,0.03794448579398239,0.004783605725216852,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,separability_min,0.11513383846873457,0.02535649785809156,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,centrality_mean,0.1551660541052485,0.025345469727812334,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,centrality_std,0.025952156107086333,0.00769854807889574,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,centrality_max,0.08045083046735588,0.013654626743157362,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,centrality_min,0.05041050328243246,0.011208718104844608,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,cross_layer_consistency_mean,0.009096303926299587,0.0016371783464468469,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,cross_layer_consistency_std,0.013913520565785275,0.004533422448166318,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,cross_layer_consistency_max,0.013555639462866764,0.0031008837248665765,-0.35243529093271364
TOFU_grad_ascent,unlearned,Embedding,cross_layer_consistency_min,0.008026025621914967,0.0014646800295833944,-0.35243529093271364
TOFU_KL,base,Unlearning,local_density_mean,0.08331313131313126,0.02288978039933816,-0.010526315789473717
TOFU_KL,base,Unlearning,local_density_std,0.08139393939393937,0.0416930201324211,-0.010526315789473717
TOFU_KL,base,Unlearning,local_density_max,0.0862626262626262,0.021143901845364382,-0.010526315789473717
TOFU_KL,base,Unlearning,local_density_min,0.016404040404040386,0.004059098167182367,-0.010526315789473717
TOFU_KL,base,Unlearning,separability_std,0.004979797979797984,0.004036121467745688,-0.010526315789473717
TOFU_KL,base,Unlearning,separability_min,0.004333333333333333,0.004523053668520565,-0.010526315789473717
TOFU_KL,base,Unlearning,centrality_mean,0.03451515151515142,0.02047657125622307,-0.010526315789473717
TOFU_KL,base,Unlearning,centrality_std,0.4689393939393936,0.059084455315355416,-0.010526315789473717
TOFU_KL,base,Unlearning,centrality_max,0.23951515151515176,0.06700766478611053,-0.010526315789473717
TOFU_KL,base,Unlearning,centrality_min,0.14665656565656499,0.05758932057155628,-0.010526315789473717
TOFU_KL,base,Unlearning,cross_layer_consistency_std,0.005060606060606043,0.004497717908115321,-0.010526315789473717
TOFU_KL,base,Unlearning,cross_layer_consistency_max,0.005474747474747466,0.004219950091846541,-0.010526315789473717
TOFU_KL,base,Steering,local_density_mean,0.08331313131313117,0.022889780399338092,-0.010526315789473762
TOFU_KL,base,Steering,local_density_std,0.09285858585858572,0.04751249412791623,-0.010526315789473762
TOFU_KL,base,Steering,local_density_max,0.12336363636363616,0.03242037328625311,-0.010526315789473762
TOFU_KL,base,Steering,local_density_min,0.0164040404040404,0.004059098167182371,-0.010526315789473762
TOFU_KL,base,Steering,separability_std,0.0049797979797979956,0.004036121467745687,-0.010526315789473762
TOFU_KL,base,Steering,separability_min,0.004333333333333389,0.0045230536685205635,-0.010526315789473762
TOFU_KL,base,Steering,centrality_mean,0.034515151515151485,0.02047657125622307,-0.010526315789473762
TOFU_KL,base,Steering,centrality_std,0.43613131313131215,0.0463853968432093,-0.010526315789473762
TOFU_KL,base,Steering,centrality_max,0.2395151515151508,0.06700766478611021,-0.010526315789473762
TOFU_KL,base,Steering,centrality_min,0.08338383838383831,0.0361586322904137,-0.010526315789473762
TOFU_KL,base,Steering,cross_layer_consistency_std,0.00506060606060611,0.004497717908115332,-0.010526315789473762
TOFU_KL,base,Steering,cross_layer_consistency_max,0.00547474747474751,0.0042199500918465435,-0.010526315789473762
TOFU_KL,base,Prompt,local_density_mean,0.08331313131313128,0.022889780399338172,-0.010526315789473762
TOFU_KL,base,Prompt,local_density_std,0.09285858585858586,0.047512494127916326,-0.010526315789473762
TOFU_KL,base,Prompt,local_density_max,0.12336363636363638,0.03242037328625319,-0.010526315789473762
TOFU_KL,base,Prompt,local_density_min,0.016404040404040386,0.004059098167182403,-0.010526315789473762
TOFU_KL,base,Prompt,separability_std,0.00497979797979794,0.004036121467745709,-0.010526315789473762
TOFU_KL,base,Prompt,separability_min,0.004333333333333289,0.004523053668520579,-0.010526315789473762
TOFU_KL,base,Prompt,centrality_mean,0.03451515151515144,0.020476571256223087,-0.010526315789473762
TOFU_KL,base,Prompt,centrality_std,0.4361313131313131,0.04638539684320933,-0.010526315789473762
TOFU_KL,base,Prompt,centrality_max,0.23951515151515154,0.06700766478611048,-0.010526315789473762
TOFU_KL,base,Prompt,centrality_min,0.0833838383838384,0.03615863229041379,-0.010526315789473762
TOFU_KL,base,Prompt,cross_layer_consistency_std,0.0050606060606060545,0.004497717908115354,-0.010526315789473762
TOFU_KL,base,Prompt,cross_layer_consistency_max,0.005474747474747443,0.004219950091846569,-0.010526315789473762
TOFU_KL,unlearned,Unlearning,local_density_mean,0.04777777777777764,0.003939393939393965,-0.010526315789473717
TOFU_KL,unlearned,Unlearning,local_density_std,0.1260606060606059,2.7755575615628914e-17,-0.010526315789473717
TOFU_KL,unlearned,Unlearning,local_density_max,0.701818181818183,1.2161883888976234e-16,-0.010526315789473717
TOFU_KL,unlearned,Steering,local_density_mean,0.04777777777777763,0.003939393939393931,-0.010526315789473762
TOFU_KL,unlearned,Steering,local_density_std,0.12606060606060576,0.0,-0.010526315789473762
TOFU_KL,unlearned,Steering,local_density_max,0.7018181818181806,4.965068306494546e-17,-0.010526315789473762
TOFU_KL,unlearned,Prompt,local_density_mean,0.04777777777777774,0.003939393939393931,-0.010526315789473762
TOFU_KL,unlearned,Prompt,local_density_std,0.12606060606060615,5.551115123125783e-17,-0.010526315789473762
TOFU_KL,unlearned,Prompt,local_density_max,0.7018181818181819,7.850462293418876e-17,-0.010526315789473762
TOFU_idk,base,Unlearning,local_density_mean,0.02332052906277867,0.0037246203454995895,-0.17635673672304536
TOFU_idk,base,Unlearning,local_density_std,0.1598538140959454,0.023860460946737626,-0.17635673672304536
TOFU_idk,base,Unlearning,local_density_max,0.024498740219159765,0.004203023795258342,-0.17635673672304536
TOFU_idk,base,Unlearning,local_density_min,0.01895536224224369,0.003583715722253595,-0.17635673672304536
TOFU_idk,base,Unlearning,separability_mean,0.27190471288677365,0.040142976849593885,-0.17635673672304536
TOFU_idk,base,Unlearning,separability_std,0.051306172646397016,0.005019685920193743,-0.17635673672304536
TOFU_idk,base,Unlearning,separability_max,0.035701540450425215,0.0050034679111591275,-0.17635673672304536
TOFU_idk,base,Unlearning,separability_min,0.03933081814807908,0.007717097057962587,-0.17635673672304536
TOFU_idk,base,Unlearning,centrality_mean,0.19899279090962466,0.023274771148267117,-0.17635673672304536
TOFU_idk,base,Unlearning,centrality_std,0.027365140332490358,0.0023054861054202683,-0.17635673672304536
TOFU_idk,base,Unlearning,centrality_max,0.029159878806012885,0.003505470327921615,-0.17635673672304536
TOFU_idk,base,Unlearning,centrality_min,0.06456022231741346,0.00835591856143972,-0.17635673672304536
TOFU_idk,base,Unlearning,cross_layer_consistency_mean,0.04132821112803901,0.00541927412134216,-0.17635673672304536
TOFU_idk,base,Unlearning,cross_layer_consistency_std,0.006479840739547027,0.0018252715715640238,-0.17635673672304536
TOFU_idk,base,Unlearning,cross_layer_consistency_max,0.028824443260150278,0.00414422227394883,-0.17635673672304536
