experiment,geometry,target,feature,importance,importance_std,cv_r2
TOFU_idk,base,Unlearning,cross_layer_consistency_min,0.030400905948522072,0.005276939058053201,-0.17635673672304536
TOFU_idk,base,Prompt,local_density_mean,0.05297671975442175,0.00832975233706704,-0.010281709181307575
TOFU_idk,base,Prompt,local_density_std,0.031712131137327446,0.004282922638637154,-0.010281709181307575
TOFU_idk,base,Prompt,local_density_max,0.0709812667321916,0.015889096592773728,-0.010281709181307575
TOFU_idk,base,Prompt,local_density_min,0.039937279916496794,0.006143365220710377,-0.010281709181307575
TOFU_idk,base,Prompt,separability_mean,0.20109626699571398,0.031077044972028067,-0.010281709181307575
TOFU_idk,base,Prompt,separability_std,0.048939407715273976,0.007346493782030162,-0.010281709181307575
TOFU_idk,base,Prompt,separability_max,0.026243618239005118,0.005226074837791784,-0.010281709181307575
TOFU_idk,base,Prompt,separability_min,0.09396819259299312,0.011174430074112307,-0.010281709181307575
TOFU_idk,base,Prompt,centrality_mean,0.047940491890697254,0.004636599171325144,-0.010281709181307575
TOFU_idk,base,Prompt,centrality_std,0.05083689424388703,0.009543756468010306,-0.010281709181307575
TOFU_idk,base,Prompt,centrality_max,0.047801404514610776,0.004757533892890658,-0.010281709181307575
TOFU_idk,base,Prompt,centrality_min,0.04439544871807485,0.004579341958738683,-0.010281709181307575
TOFU_idk,base,Prompt,cross_layer_consistency_mean,0.03374644994538767,0.003737993451982333,-0.010281709181307575
TOFU_idk,base,Prompt,cross_layer_consistency_std,0.03268424156776738,0.005858419898950172,-0.010281709181307575
TOFU_idk,base,Prompt,cross_layer_consistency_max,0.03128444751761008,0.0024664789963810122,-0.010281709181307575
TOFU_idk,base,Prompt,cross_layer_consistency_min,0.04515773184666857,0.003588471712735402,-0.010281709181307575
TOFU_idk,base,Embedding,local_density_mean,0.03364084428317915,0.009246099925545002,-0.4203444908381962
TOFU_idk,base,Embedding,local_density_std,0.02646436805024397,0.005099258544811684,-0.4203444908381962
TOFU_idk,base,Embedding,local_density_max,0.021026434837516695,0.005484141226318166,-0.4203444908381962
TOFU_idk,base,Embedding,local_density_min,0.032765715149814655,0.005492133063221121,-0.4203444908381962
TOFU_idk,base,Embedding,separability_mean,0.03333832234762283,0.002918138209954618,-0.4203444908381962
TOFU_idk,base,Embedding,separability_std,0.0962560773470916,0.01818752551053635,-0.4203444908381962
TOFU_idk,base,Embedding,separability_max,0.029739723335829547,0.007898531456937061,-0.4203444908381962
TOFU_idk,base,Embedding,separability_min,0.08025087024871504,0.007235632935169152,-0.4203444908381962
TOFU_idk,base,Embedding,centrality_mean,0.013898002579607915,0.002144585601847775,-0.4203444908381962
TOFU_idk,base,Embedding,centrality_std,0.0690301550347252,0.0121773185384901,-0.4203444908381962
TOFU_idk,base,Embedding,centrality_max,0.6008842710008632,0.06322005639583372,-0.4203444908381962
TOFU_idk,base,Embedding,centrality_min,0.07104115906234136,0.013792798962642228,-0.4203444908381962
TOFU_idk,base,Embedding,cross_layer_consistency_mean,0.01336456949288296,0.005694455393297788,-0.4203444908381962
TOFU_idk,base,Embedding,cross_layer_consistency_std,0.05503971643795955,0.011462747702527734,-0.4203444908381962
TOFU_idk,base,Embedding,cross_layer_consistency_max,0.007503205170366322,0.0021093260760898847,-0.4203444908381962
TOFU_idk,base,Embedding,cross_layer_consistency_min,0.008794329814341518,0.002585025575470525,-0.4203444908381962
TOFU_idk,unlearned,Unlearning,local_density_mean,0.01794963878508421,0.003562065443285047,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,local_density_std,0.03201489303053874,0.005376517944569166,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,local_density_max,0.022536249531554708,0.004812041805862394,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,local_density_min,0.020594226564465877,0.0027008986490524543,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,separability_mean,0.23283019669220165,0.03429094923759422,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,separability_std,0.07351450635822074,0.010792173644504525,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,separability_max,0.02196543322087202,0.0050613968713182095,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,separability_min,0.030781564275625915,0.00862927626743068,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,centrality_mean,0.09285742605895965,0.016533414510410478,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,centrality_std,0.20700015367678198,0.025525301976592734,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,centrality_max,0.14487796199222236,0.023648535446196325,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,centrality_min,0.07657559138985287,0.020096816588131092,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_mean,0.01751266116987622,0.0054097053110864265,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_std,0.001756167060583702,0.0005536872651077652,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_max,0.009842246651953056,0.002214126741332707,-0.08894843951528435
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_min,0.01794019850652847,0.003801901789469972,-0.08894843951528435
TOFU_idk,unlearned,Steering,local_density_mean,0.035914576412270936,0.005879111155698846,-0.26925055711813856
TOFU_idk,unlearned,Steering,local_density_std,0.02040652680592884,0.001990265230979783,-0.26925055711813856
TOFU_idk,unlearned,Steering,local_density_max,0.029997265762857363,0.005655440913878961,-0.26925055711813856
TOFU_idk,unlearned,Steering,local_density_min,0.04693177281133215,0.005731444336992072,-0.26925055711813856
TOFU_idk,unlearned,Steering,separability_mean,0.203595971805021,0.026498991372386323,-0.26925055711813856
TOFU_idk,unlearned,Steering,separability_std,0.1327775778369315,0.017763194343411937,-0.26925055711813856
TOFU_idk,unlearned,Steering,separability_max,0.024494081115903333,0.00521550644085294,-0.26925055711813856
TOFU_idk,unlearned,Steering,separability_min,0.024857511892890538,0.002423427845754761,-0.26925055711813856
TOFU_idk,unlearned,Steering,centrality_mean,0.04146360069414863,0.005421466593165176,-0.26925055711813856
TOFU_idk,unlearned,Steering,centrality_std,0.14961430715846827,0.01369614657369344,-0.26925055711813856
TOFU_idk,unlearned,Steering,centrality_max,0.17762966969549082,0.03321538580279809,-0.26925055711813856
TOFU_idk,unlearned,Steering,centrality_min,0.08442652038455914,0.02380300405687915,-0.26925055711813856
TOFU_idk,unlearned,Steering,cross_layer_consistency_mean,0.013165835595282704,0.002913045451375557,-0.26925055711813856
TOFU_idk,unlearned,Steering,cross_layer_consistency_std,0.004398900026388408,0.0013079951138976157,-0.26925055711813856
TOFU_idk,unlearned,Steering,cross_layer_consistency_max,0.02044030759151285,0.0042407068732228685,-0.26925055711813856
TOFU_idk,unlearned,Steering,cross_layer_consistency_min,0.022357079857224748,0.004473840718011374,-0.26925055711813856
TOFU_idk,unlearned,Prompt,local_density_mean,0.03243390914952023,0.0061936549559193,0.0633582827738736
TOFU_idk,unlearned,Prompt,local_density_std,0.09306434187314948,0.010582525404495443,0.0633582827738736
TOFU_idk,unlearned,Prompt,local_density_max,0.04499251959607013,0.007385656652795692,0.0633582827738736
TOFU_idk,unlearned,Prompt,local_density_min,0.04549852691929005,0.005742084322710618,0.0633582827738736
TOFU_idk,unlearned,Prompt,separability_mean,0.10419034755028327,0.020696673226930095,0.0633582827738736
TOFU_idk,unlearned,Prompt,separability_std,0.057958929796516255,0.009562794613599365,0.0633582827738736
TOFU_idk,unlearned,Prompt,separability_max,0.03947494137475969,0.005358338499766167,0.0633582827738736
TOFU_idk,unlearned,Prompt,separability_min,0.19245563856378384,0.024501919834233294,0.0633582827738736
TOFU_idk,unlearned,Prompt,centrality_mean,0.04824807243633709,0.00829253028118599,0.0633582827738736
TOFU_idk,unlearned,Prompt,centrality_std,0.032156482953756726,0.004557340165865818,0.0633582827738736
TOFU_idk,unlearned,Prompt,centrality_max,0.04160643879378482,0.0062664467562750965,0.0633582827738736
TOFU_idk,unlearned,Prompt,centrality_min,0.03497186428863945,0.0049494810601308685,0.0633582827738736
TOFU_idk,unlearned,Prompt,cross_layer_consistency_mean,0.035539886476912266,0.0043924029245989765,0.0633582827738736
TOFU_idk,unlearned,Prompt,cross_layer_consistency_std,0.011503434297699955,0.0019540983156008693,0.0633582827738736
TOFU_idk,unlearned,Prompt,cross_layer_consistency_max,0.04521256654355095,0.005814352535700199,0.0633582827738736
TOFU_idk,unlearned,Prompt,cross_layer_consistency_min,0.03446142910548716,0.005938600586721145,0.0633582827738736
