experiment,feature,base_mean,unlearned_mean,change_pct,cohens_d,p_value,significant
TOFU_grad_ascent,local_density_std,0.13421223973147914,0.1065239162718392,-20.630252140219454,-0.3663239877928983,0.010302163916714164,True
TOFU_grad_ascent,local_density_max,1.925788560900476,2.029229741196546,5.371367469734169,0.2999477991929352,0.03517011395610846,True
TOFU_grad_ascent,local_density_min,1.4954189908143796,1.6570859393333377,10.810812856597272,0.7407680026966286,4.13351699601968e-07,True
TOFU_grad_ascent,separability_mean,0.990496602313232,0.9939289539521786,0.34652836071629256,0.2940257698106267,0.03889871853566247,True
TOFU_grad_ascent,separability_std,0.003073407354983927,0.006522934012816977,112.23786043978832,1.1860013202878907,9.322159414025351e-15,True
TOFU_grad_ascent,separability_max,0.9956530141050925,1.0072581632628745,1.1655816829131853,0.8615539006252411,5.7062890955668896e-09,True
TOFU_grad_ascent,separability_min,0.9853944427791681,0.9837523971306785,-0.16663841170632285,-0.10673412709568457,0.4513111873889102,False
TOFU_grad_ascent,centrality_mean,0.9988353130443319,1.0057251953975643,0.6897916266329086,0.15737467945291028,0.26714051751513895,False
TOFU_grad_ascent,centrality_std,0.17908585966425952,0.2062215304483319,15.152324608400058,0.642667333817815,9.574586418904797e-06,True
TOFU_grad_ascent,centrality_max,1.3386781188531187,1.3763178541931964,2.811709163687882,0.3717991339480612,0.009235320818342859,True
TOFU_grad_ascent,centrality_min,0.6897484654225623,0.6253477150642236,-9.33684576143054,-0.6920559132177622,2.0479091450326124e-06,True
TOFU_grad_ascent,isolation_mean,1.0,1.0,0.0,0.0,,False
TOFU_grad_ascent,isolation_std,0.0,0.0,0.0,0.0,,False
TOFU_grad_ascent,isolation_max,1.0,1.0,0.0,0.0,,False
TOFU_grad_ascent,isolation_min,1.0,1.0,0.0,0.0,,False
TOFU_grad_ascent,cluster_compactness_mean,0.03362534792988331,0.050142108506826294,49.119969290382606,2368384573008435.5,0.0,True
TOFU_grad_ascent,cluster_compactness_std,0.0032006026874972985,0.0051363973108599,60.48219077377237,2093632036446320.2,0.0,True
TOFU_grad_ascent,cluster_compactness_max,0.040518154564210304,0.06219911908688689,53.509259629083374,3108894244984833.5,0.0,True
TOFU_grad_ascent,cluster_compactness_min,0.029411998244414303,0.04311752046330921,46.59840553845318,2485895851016044.5,0.0,True
TOFU_grad_ascent,cross_layer_consistency_mean,0.603368,0.641845,6.377036899537261,2.6915993838703294,1.341968950195025e-46,True
TOFU_grad_ascent,cross_layer_consistency_std,0.00038583299999999987,0.000356519,-7.597587557311028,-0.08268665293792837,0.5594265720638034,False
TOFU_grad_ascent,cross_layer_consistency_max,0.603368,0.641845,6.377036899537261,2.6915993838703294,1.341968950195025e-46,True
TOFU_grad_ascent,cross_layer_consistency_min,0.603368,0.641845,6.377036899537261,2.6915993838703294,1.341968950195025e-46,True
TOFU_KL,local_density_mean,1.673482782533417,1.8344048081442614,9.61599529379269,0.5735823919912112,7.180963941928381e-05,True
TOFU_KL,local_density_std,0.13450507919095137,0.10555649158575335,-21.52230070367892,-0.3677738807719345,0.010009389417636749,True
TOFU_KL,local_density_max,1.9303479130314438,2.0363183032692653,5.489704188681936,0.2659798891867247,0.06147229103208972,False
TOFU_KL,local_density_min,1.4953876486795226,1.6826962865890767,12.525757991578566,0.7735887214327637,1.347809332509847e-07,True
TOFU_KL,separability_mean,0.9904990475161892,0.9925480257421938,0.20686322022647816,0.20076338951472114,0.15729327606710627,False
TOFU_KL,separability_std,0.0030912708000523452,0.0045523235104926165,47.26382141660093,0.8987068709875012,1.4060515998088741e-09,True
TOFU_KL,separability_max,0.9956723191225078,0.9996800729405733,0.40251734843824577,0.3702387461546768,0.009528761723411777,True
TOFU_KL,separability_min,0.9853759958337855,0.9851907428605046,-0.018800231999179847,-0.016742608181059444,0.9058801579735138,False
TOFU_KL,centrality_mean,0.9993428472319126,0.9996981392184306,0.035552562116414325,0.0067445206235972645,0.9620106058869177,False
TOFU_KL,centrality_std,0.1765191679465948,0.20540902917590725,16.36641593396416,0.7944038001374008,6.509526191125106e-08,True
TOFU_KL,centrality_max,1.3236004388531228,1.3792463462504727,4.20413183343805,0.5935135998996437,4.086340412270983e-05,True
TOFU_KL,centrality_min,0.687959651862826,0.6264157624337088,-8.945857400571605,-0.5821215072851254,5.6500226356332886e-05,True
TOFU_KL,isolation_mean,1.0,1.0,0.0,0.0,,False
TOFU_KL,isolation_std,0.0,0.0,0.0,0.0,,False
TOFU_KL,isolation_max,1.0,1.0,0.0,0.0,,False
TOFU_KL,isolation_min,1.0,1.0,0.0,0.0,,False
TOFU_KL,cluster_compactness_mean,0.033632191010922685,0.049969099184055094,48.57521226561389,1481587187901204.5,0.0,True
TOFU_KL,cluster_compactness_std,0.003217275556389601,0.0047256439545031005,46.88340714608162,1730313363986127.5,0.0,True
TOFU_KL,cluster_compactness_max,0.040582828310366095,0.058773363193858195,44.8232310088789,2608391760123726.5,0.0,True
TOFU_KL,cluster_compactness_min,0.029422673177121196,0.044532415114635675,51.354075975882694,760103465013490.6,0.0,True
TOFU_KL,cross_layer_consistency_mean,0.603368,0.6573300000000001,8.94346402195676,3.8676790143198954,3.651927706979708e-69,True
TOFU_KL,cross_layer_consistency_std,0.00038583299999999987,0.000395619,2.5363304849507764,0.02595323236367284,0.854580123151264,False
TOFU_KL,cross_layer_consistency_max,0.603368,0.6573300000000001,8.94346402195676,3.8676790143198954,3.651927706979708e-69,True
TOFU_KL,cross_layer_consistency_min,0.603368,0.6573300000000001,8.94346402195676,3.8676790143198954,3.651927706979708e-69,True
TOFU_idk,local_density_mean,1.6735428933509597,1.7248535854018567,3.065992049248098,0.2042627167366616,0.15021954585897523,False
TOFU_idk,local_density_std,0.1348697138437005,0.16018549084440947,18.77054253266025,0.24423090288357294,0.08573201990014268,False
TOFU_idk,local_density_max,1.9328182949024189,2.0073739888339004,3.857356593121734,0.19172969666571504,0.17672820709636763,False
TOFU_idk,local_density_min,1.4969053551737057,1.5121984106222084,1.0216447817255636,0.08005972341427169,0.5719615957147732,False
TOFU_idk,separability_mean,0.9904997843584498,0.9904424083888667,-0.005792628175105486,-0.01278184882885988,0.9280755646259766,False
TOFU_idk,separability_std,0.0030860631875016366,0.002715203445122886,-12.017243972213842,-0.3365486036440416,0.01827368485684742,True
TOFU_idk,separability_max,0.9956882627454335,0.995069441208503,-0.06215012871842048,-0.11912943696891466,0.4005959276144482,False
TOFU_idk,separability_min,0.9853744918865338,0.9858502943911904,0.04828646454463003,0.1066078121090419,0.4518461741885096,False
TOFU_idk,centrality_mean,1.0022771390514764,1.0005156542923084,-0.17574827266189624,-0.04263592448133172,0.7633637361765414,False
TOFU_idk,centrality_std,0.1806285947011154,0.18663474094267038,3.3251358963918793,0.15987710680498426,0.25963235320653927,False
TOFU_idk,centrality_max,1.3275021711573192,1.3427152876567066,1.1459956021107343,0.16436639763481392,0.2465345737373715,False
TOFU_idk,centrality_min,0.6638147610375682,0.6567774955261642,-1.0601248909265781,-0.06673567665644463,0.6375231432466475,False
TOFU_idk,isolation_mean,1.0,1.0,0.0,0.0,,False
TOFU_idk,isolation_std,0.0,0.0,0.0,0.0,,False
TOFU_idk,isolation_max,1.0,1.0,0.0,0.0,,False
TOFU_idk,isolation_min,1.0,1.0,0.0,0.0,,False
TOFU_idk,cluster_compactness_mean,0.03363554028158411,0.0370485038340691,10.146896776186571,692108205830809.2,0.0,True
TOFU_idk,cluster_compactness_std,0.0032082593641908994,0.0024798771079341006,-22.70334700450541,-1671116358136100.0,0.0,True
TOFU_idk,cluster_compactness_max,0.0406366612327873,0.0415462009655217,2.2382245616196155,0.0,0.0,True
TOFU_idk,cluster_compactness_min,0.029421467078061897,0.03241445447129641,10.172801326641626,542865483281447.1,0.0,True
TOFU_idk,cross_layer_consistency_mean,0.603368,0.635601,5.3421792339003655,1.8645536234388418,6.633097168457494e-29,True
TOFU_idk,cross_layer_consistency_std,0.00038583299999999987,0.000351656,-8.857977415099247,-0.09190789736149442,0.5165185043714882,False
TOFU_idk,cross_layer_consistency_max,0.603368,0.635601,5.3421792339003655,1.8645536234388418,6.633097168457494e-29,True
TOFU_idk,cross_layer_consistency_min,0.603368,0.635601,5.3421792339003655,1.8645536234388418,6.633097168457494e-29,True
