query_id,retention
hp_0,0.1
hp_1,0.0
hp_2,0.0
hp_3,0.0
hp_4,0.0
hp_5,0.0
hp_6,0.0
hp_7,0.0
hp_8,0.0
hp_9,0.03333333333333333
hp_10,0.0
hp_11,0.0
hp_12,0.0
hp_13,0.0
hp_14,0.6666666666666666
hp_15,0.0
hp_16,0.0
hp_17,0.0
hp_18,0.0
hp_19,0.0
hp_20,0.0
hp_21,0.0
hp_22,0.0
hp_23,0.0
hp_24,0.0
hp_25,0.0
hp_26,0.0
hp_27,0.0
hp_28,0.13333333333333333
hp_29,0.0
hp_30,0.0
hp_31,0.03333333333333333
hp_32,0.0
hp_33,0.0
hp_34,0.06666666666666667
hp_35,0.0
hp_36,1.0
hp_37,0.0
hp_38,0.16666666666666666
hp_39,0.0
hp_40,1.0
hp_41,0.9333333333333333
hp_42,0.0
hp_43,0.0
hp_44,0.0
hp_45,0.03333333333333333
hp_46,0.0
hp_47,0.0
hp_48,0.0
hp_49,0.13333333333333333
hp_50,0.0
hp_51,0.0
hp_52,0.0
hp_53,0.0
hp_54,0.0
hp_55,0.0
hp_56,0.0
hp_57,0.0
hp_58,0.0
hp_59,0.0
hp_60,0.0
hp_61,0.0
hp_62,0.0
hp_63,0.0
hp_64,0.0
hp_65,0.0
hp_66,0.0
hp_67,0.0
hp_68,0.0
hp_69,0.0
hp_70,0.0
hp_71,0.0
hp_72,0.0
hp_73,0.0
hp_74,0.0
hp_75,0.0
hp_76,0.0
hp_77,0.0
hp_78,0.0
hp_79,0.0
hp_80,0.0
hp_81,0.0
hp_82,0.0
hp_83,0.0
hp_84,0.0
hp_85,0.0
hp_86,0.0
hp_87,0.0
hp_88,0.0
hp_89,0.0
hp_90,0.0
hp_91,0.0
hp_92,0.0
hp_93,0.0
hp_94,0.0
hp_95,0.0
hp_96,0.0
hp_97,0.0
hp_98,0.0
hp_99,0.0
